jid,shear_modulus_gv,target,num_atoms
JVASP-71279,43.23,43.23,4
JVASP-71289,0.0,0.0,4
JVASP-71291,27.5,27.5,4
JVASP-7130,10.02,10.02,12
JVASP-71303,25.79,25.79,4
JVASP-71305,33.01,33.01,4
JVASP-71315,0.07,0.07,3
JVASP-71320,0.0,0.0,4
JVASP-71328,0.76,0.76,4
JVASP-71330,16.44,16.44,4
JVASP-71343,0.0,0.0,4
JVASP-71347,12.43,12.43,3
JVASP-71352,0.0,0.0,4
JVASP-71358,3.97,3.97,4
JVASP-71369,27.56,27.56,4
JVASP-71372,57.75,57.75,4
JVASP-71392,20.41,20.41,4
JVASP-71399,11.79,11.79,4
JVASP-71412,52.71,52.71,4
JVASP-71413,0.0,0.0,4
JVASP-71415,45.21,45.21,4
JVASP-71426,9.13,9.13,4
JVASP-71451,36.1,36.1,3
JVASP-71456,-13.11,-13.11,3
JVASP-71462,0.0,0.0,4
JVASP-71464,28.19,28.19,4
JVASP-71466,0.0,0.0,4
JVASP-71480,8.53,8.53,4
JVASP-71500,11.35,11.35,4
JVASP-71516,15.67,15.67,4
JVASP-71519,54.5,54.5,3
JVASP-71536,12.89,12.89,4
JVASP-71541,7.04,7.04,3
JVASP-71546,0.0,0.0,4
JVASP-71547,-16.15,-16.15,3
JVASP-71553,62.57,62.57,4
JVASP-71562,0.0,0.0,4
JVASP-71569,56.9,56.9,4
JVASP-71578,25.02,25.02,4
JVASP-71582,10.72,10.72,4
JVASP-71585,9.86,9.86,4
JVASP-71596,92.76,92.76,4
JVASP-71601,87.32,87.32,4
JVASP-71607,43.85,43.85,4
JVASP-71617,39.55,39.55,4
JVASP-71618,83.57,83.57,4
JVASP-71627,46.78,46.78,4
JVASP-71629,19.49,19.49,4
JVASP-71632,25.03,25.03,4
JVASP-71635,68.93,68.93,4
JVASP-71641,10.23,10.23,4
JVASP-71651,14.88,14.88,4
JVASP-71652,83.05,83.05,4
JVASP-71653,36.89,36.89,5
JVASP-71660,7.87,7.87,4
JVASP-71661,57.69,57.69,4
JVASP-71664,21.18,21.18,3
JVASP-71668,50.56,50.56,4
JVASP-71671,24.66,24.66,4
JVASP-71675,38.89,38.89,4
JVASP-71678,57.59,57.59,4
JVASP-71679,61.57,61.57,4
JVASP-71681,4.39,4.39,4
JVASP-71683,10.94,10.94,4
JVASP-71688,42.53,42.53,4
JVASP-71700,48.4,48.4,4
JVASP-71704,-3.85,-3.85,4
JVASP-71724,75.35,75.35,4
JVASP-71729,27.93,27.93,4
JVASP-71730,22.34,22.34,4
JVASP-71732,12.29,12.29,4
JVASP-71734,35.47,35.47,4
JVASP-71738,26.46,26.46,4
JVASP-71740,57.94,57.94,4
JVASP-71743,19.67,19.67,4
JVASP-71744,-15.57,-15.57,4
JVASP-71745,84.1,84.1,4
JVASP-71746,10.51,10.51,4
JVASP-71755,33.12,33.12,3
JVASP-71757,35.38,35.38,4
JVASP-71759,67.27,67.27,4
JVASP-71760,83.45,83.45,4
JVASP-71761,39.47,39.47,4
JVASP-71765,90.59,90.59,4
JVASP-71768,64.65,64.65,4
JVASP-71775,60.59,60.59,4
JVASP-71780,113.02,113.02,4
JVASP-71781,4.41,4.41,4
JVASP-71782,70.17,70.17,4
JVASP-71784,52.09,52.09,4
JVASP-71785,32.7,32.7,4
JVASP-71787,19.53,19.53,4
JVASP-71792,14.56,14.56,3
JVASP-71800,23.99,23.99,4
JVASP-71801,18.4,18.4,3
JVASP-71810,36.93,36.93,4
JVASP-71815,76.78,76.78,4
JVASP-71818,112.56,112.56,4
JVASP-71819,12.25,12.25,4
JVASP-71825,7.33,7.33,4
JVASP-71831,60.84,60.84,4
JVASP-71841,80.21,80.21,4
JVASP-71843,26.76,26.76,4
JVASP-71854,101.83,101.83,4
JVASP-71856,98.75,98.75,4
JVASP-71860,0.87,0.87,4
JVASP-71864,22.31,22.31,4
JVASP-71878,4.91,4.91,3
JVASP-71879,81.23,81.23,4
JVASP-71896,71.13,71.13,4
JVASP-71897,63.84,63.84,4
JVASP-71908,24.34,24.34,5
JVASP-71914,46.7,46.7,4
JVASP-71915,71.07,71.07,4
JVASP-71918,100.69,100.69,4
JVASP-71922,55.8,55.8,4
JVASP-71924,-11.95,-11.95,4
JVASP-71934,50.88,50.88,4
JVASP-71941,28.8,28.8,4
JVASP-71943,40.47,40.47,4
JVASP-71947,70.31,70.31,4
JVASP-71951,3.79,3.79,5
JVASP-71954,74.88,74.88,4
JVASP-71957,97.96,97.96,4
JVASP-71959,26.29,26.29,3
JVASP-71960,58.36,58.36,4
JVASP-71961,20.56,20.56,3
JVASP-71967,64.98,64.98,4
JVASP-71974,12.21,12.21,4
JVASP-71977,28.35,28.35,4
JVASP-71979,58.61,58.61,4
JVASP-71982,63.59,63.59,4
JVASP-71983,61.61,61.61,4
JVASP-71984,23.21,23.21,4
JVASP-71985,10.51,10.51,4
JVASP-71988,36.59,36.59,4
JVASP-71989,31.76,31.76,4
JVASP-71990,87.25,87.25,4
JVASP-71991,29.83,29.83,4
JVASP-71992,43.54,43.54,4
JVASP-71994,19.18,19.18,4
JVASP-71996,51.72,51.72,4
JVASP-71998,68.85,68.85,4
JVASP-71999,64.46,64.46,4
JVASP-72,52.53,52.53,6
JVASP-72010,13.9,13.9,3
JVASP-72017,75.65,75.65,4
JVASP-72020,71.66,71.66,4
JVASP-72021,45.22,45.22,4
JVASP-72022,22.73,22.73,4
JVASP-72024,46.33,46.33,4
JVASP-72027,83.35,83.35,4
JVASP-72124,23.44,23.44,4
JVASP-72160,13.85,13.85,4
JVASP-72165,-7.39,-7.39,4
JVASP-72214,35.29,35.29,4
JVASP-72331,93.46,93.46,4
JVASP-72381,48.87,48.87,4
JVASP-72398,21.88,21.88,4
JVASP-72470,62.29,62.29,4
JVASP-72530,40.85,40.85,4
JVASP-72570,0.23,0.23,4
JVASP-72739,98.98,98.98,4
JVASP-72790,51.02,51.02,4
JVASP-72807,60.07,60.07,4
JVASP-72866,55.72,55.72,4
JVASP-73139,38.59,38.59,4
JVASP-73288,40.7,40.7,4
JVASP-73300,-6.81,-6.81,4
JVASP-73473,48.86,48.86,4
JVASP-73628,29.34,29.34,4
JVASP-73859,45.67,45.67,4
JVASP-73869,0.0,0.0,4
JVASP-73870,0.0,0.0,4
JVASP-73875,58.52,58.52,4
JVASP-73888,17.74,17.74,4
JVASP-73898,53.53,53.53,4
JVASP-73908,56.0,56.0,4
JVASP-73920,44.25,44.25,4
JVASP-73922,144.27,144.27,4
JVASP-73925,31.09,31.09,4
JVASP-73927,12.99,12.99,4
JVASP-73944,49.69,49.69,4
JVASP-73953,49.67,49.67,4
JVASP-73957,8.18,8.18,4
JVASP-73958,28.38,28.38,4
JVASP-73967,106.17,106.17,4
JVASP-73969,56.01,56.01,4
JVASP-73970,0.0,0.0,4
JVASP-73980,0.0,0.0,4
JVASP-73998,0.0,0.0,4
JVASP-74001,48.93,48.93,4
JVASP-74004,57.23,57.23,4
JVASP-74010,41.85,41.85,4
JVASP-74012,71.35,71.35,4
JVASP-74020,8.31,8.31,4
JVASP-74021,62.93,62.93,4
JVASP-74031,41.88,41.88,4
JVASP-74034,41.82,41.82,4
JVASP-74045,114.25,114.25,4
JVASP-74046,0.07,0.07,3
JVASP-74048,42.81,42.81,4
JVASP-74055,108.79,108.79,4
JVASP-74060,83.06,83.06,4
JVASP-74064,83.53,83.53,4
JVASP-74072,27.28,27.28,4
JVASP-74073,41.43,41.43,4
JVASP-74089,0.0,0.0,4
JVASP-74092,64.34,64.34,4
JVASP-74109,69.95,69.95,4
JVASP-74117,21.57,21.57,4
JVASP-74129,2.17,2.17,4
JVASP-74139,78.04,78.04,4
JVASP-74144,55.01,55.01,4
JVASP-74148,78.37,78.37,4
JVASP-74151,56.05,56.05,4
JVASP-74169,5.67,5.67,4
JVASP-74173,33.87,33.87,4
JVASP-74174,37.79,37.79,4
JVASP-74185,42.74,42.74,4
JVASP-74186,75.99,75.99,4
JVASP-74189,16.67,16.67,4
JVASP-74190,38.96,38.96,4
JVASP-74197,8.72,8.72,4
JVASP-74209,40.14,40.14,4
JVASP-74216,25.58,25.58,6
JVASP-74218,58.38,58.38,4
JVASP-74219,0.09,0.09,4
JVASP-74221,55.95,55.95,4
JVASP-74222,8.6,8.6,4
JVASP-74223,9.76,9.76,4
JVASP-74227,0.85,0.85,4
JVASP-74231,7.3,7.3,6
JVASP-74240,11.8,11.8,4
JVASP-74241,0.0,0.0,4
JVASP-74252,19.39,19.39,3
JVASP-74253,20.75,20.75,4
JVASP-74262,60.8,60.8,4
JVASP-74264,35.86,35.86,4
JVASP-74268,8.1,8.1,4
JVASP-74269,0.0,0.0,4
JVASP-74280,-21.84,-21.84,6
JVASP-74284,6.74,6.74,4
JVASP-74287,7.56,7.56,4
JVASP-74290,44.86,44.86,3
JVASP-74293,0.44,0.44,4
JVASP-74304,9.53,9.53,4
JVASP-74312,60.61,60.61,4
JVASP-74313,8.44,8.44,4
JVASP-74316,11.55,11.55,4
JVASP-74318,43.5,43.5,3
JVASP-74322,39.35,39.35,4
JVASP-74328,56.06,56.06,4
JVASP-74329,46.14,46.14,4
JVASP-74330,-4.52,-4.52,4
JVASP-74348,14.4,14.4,6
JVASP-74356,0.0,0.0,4
JVASP-74359,17.99,17.99,4
JVASP-74365,-9.7,-9.7,4
JVASP-74367,54.98,54.98,4
JVASP-74381,11.85,11.85,6
JVASP-74384,-15.28,-15.28,4
JVASP-74388,41.68,41.68,6
JVASP-74395,-0.13,-0.13,4
JVASP-74399,-20.96,-20.96,4
JVASP-74405,39.42,39.42,4
JVASP-74406,54.14,54.14,4
JVASP-74418,79.43,79.43,4
JVASP-74419,-19.89,-19.89,4
JVASP-74420,52.22,52.22,4
JVASP-74422,63.4,63.4,4
JVASP-74430,13.43,13.43,4
JVASP-74434,16.26,16.26,4
JVASP-74436,4.21,4.21,4
JVASP-74444,79.61,79.61,3
JVASP-74445,64.13,64.13,4
JVASP-74447,7.64,7.64,4
JVASP-74456,25.06,25.06,4
JVASP-74457,-11.21,-11.21,4
JVASP-74458,54.0,54.0,4
JVASP-74464,4.31,4.31,4
JVASP-74466,12.51,12.51,4
JVASP-74467,33.08,33.08,4
JVASP-74470,41.31,41.31,4
JVASP-74472,19.86,19.86,4
JVASP-74495,15.43,15.43,4
JVASP-74498,11.46,11.46,4
JVASP-74501,9.62,9.62,6
JVASP-74505,2.01,2.01,4
JVASP-74510,17.54,17.54,4
JVASP-74513,61.92,61.92,3
JVASP-74515,7.61,7.61,4
JVASP-74520,74.03,74.03,4
JVASP-74540,30.67,30.67,4
JVASP-74541,19.03,19.03,4
JVASP-74546,-3.17,-3.17,4
JVASP-74557,55.77,55.77,3
JVASP-74564,5.13,5.13,4
JVASP-74570,14.46,14.46,4
JVASP-74579,2.46,2.46,4
JVASP-74581,1.2,1.2,4
JVASP-74583,7.32,7.32,4
JVASP-74584,-1.45,-1.45,4
JVASP-74585,50.19,50.19,4
JVASP-74600,20.59,20.59,4
JVASP-74601,129.32,129.32,4
JVASP-74602,0.0,0.0,4
JVASP-74609,19.57,19.57,4
JVASP-74622,51.04,51.04,4
JVASP-74632,-11.1,-11.1,4
JVASP-74638,16.8,16.8,4
JVASP-74646,16.69,16.69,4
JVASP-74648,11.51,11.51,4
JVASP-74651,45.86,45.86,4
JVASP-74656,39.3,39.3,4
JVASP-74660,23.17,23.17,4
JVASP-74662,8.26,8.26,4
JVASP-74665,18.99,18.99,4
JVASP-74667,13.04,13.04,5
JVASP-74678,12.5,12.5,4
JVASP-74679,20.21,20.21,4
JVASP-74681,56.18,56.18,4
JVASP-74684,0.0,0.0,4
JVASP-74686,88.0,88.0,4
JVASP-74689,91.57,91.57,4
JVASP-74691,76.58,76.58,4
JVASP-74693,8.89,8.89,4
JVASP-74704,9.04,9.04,4
JVASP-74707,112.86,112.86,4
JVASP-74711,44.6,44.6,4
JVASP-74714,-19.65,-19.65,4
JVASP-74718,82.05,82.05,4
JVASP-74720,38.24,38.24,4
JVASP-74721,11.61,11.61,4
JVASP-74722,69.6,69.6,4
JVASP-74732,10.56,10.56,4
JVASP-74737,2.24,2.24,4
JVASP-74740,29.73,29.73,4
JVASP-74741,22.39,22.39,4
JVASP-74753,14.73,14.73,4
JVASP-74754,26.27,26.27,4
JVASP-74759,85.22,85.22,4
JVASP-74761,14.01,14.01,4
JVASP-74763,0.76,0.76,4
JVASP-74781,92.44,92.44,4
JVASP-74786,57.12,57.12,4
JVASP-74791,51.53,51.53,4
JVASP-74796,87.73,87.73,4
JVASP-74799,11.88,11.88,4
JVASP-74802,-16.49,-16.49,4
JVASP-74803,23.81,23.81,4
JVASP-74805,124.27,124.27,4
JVASP-74806,19.31,19.31,4
JVASP-74807,96.71,96.71,4
JVASP-74808,4.2,4.2,3
JVASP-74811,42.82,42.82,6
JVASP-74816,65.01,65.01,4
JVASP-74825,14.15,14.15,4
JVASP-74828,45.56,45.56,4
JVASP-74829,8.63,8.63,4
JVASP-74841,-8.32,-8.32,3
JVASP-74845,-15.77,-15.77,4
JVASP-74855,-2.96,-2.96,4
JVASP-74856,13.9,13.9,4
JVASP-74863,67.38,67.38,4
JVASP-74869,-14.73,-14.73,4
JVASP-74880,30.25,30.25,4
JVASP-74882,8.69,8.69,4
JVASP-74897,13.65,13.65,4
JVASP-74903,0.0,0.0,4
JVASP-74908,11.45,11.45,4
JVASP-74915,12.74,12.74,4
JVASP-74920,97.78,97.78,4
JVASP-74945,-0.21,-0.21,4
JVASP-74951,41.37,41.37,4
JVASP-74960,16.26,16.26,4
JVASP-74962,6.92,6.92,4
JVASP-74963,-23.67,-23.67,4
JVASP-74964,91.07,91.07,4
JVASP-74969,24.1,24.1,4
JVASP-74975,59.94,59.94,4
JVASP-74979,10.32,10.32,4
JVASP-74985,18.68,18.68,4
JVASP-74988,20.57,20.57,4
JVASP-74989,7.63,7.63,4
JVASP-74995,46.08,46.08,4
JVASP-75,43.19,43.19,6
JVASP-75001,10.56,10.56,4
JVASP-75006,2.87,2.87,4
JVASP-75010,-5.02,-5.02,4
JVASP-75013,16.36,16.36,4
JVASP-75016,-4.41,-4.41,4
JVASP-75023,18.63,18.63,3
JVASP-75024,41.02,41.02,4
JVASP-75026,-11.86,-11.86,4
JVASP-75035,23.89,23.89,4
JVASP-75449,-5.0,-5.0,3
JVASP-75451,1.76,1.76,3
JVASP-75457,-2.54,-2.54,3
JVASP-75459,0.32,0.32,4
JVASP-75465,1.26,1.26,3
JVASP-75466,-6.26,-6.26,3
JVASP-75469,37.24,37.24,4
JVASP-75470,5.36,5.36,3
JVASP-75477,2.02,2.02,3
JVASP-75478,30.94,30.94,4
JVASP-75479,30.94,30.94,4
JVASP-75480,11.58,11.58,4
JVASP-75481,11.58,11.58,4
JVASP-75483,11.58,11.58,4
JVASP-75484,5.9,5.9,4
JVASP-75486,7.14,7.14,3
JVASP-75487,38.32,38.32,4
JVASP-75491,10.86,10.86,4
JVASP-75494,-13.3,-13.3,3
JVASP-75499,2.0,2.0,3
JVASP-75500,1.77,1.77,3
JVASP-75504,2.01,2.01,3
JVASP-75507,0.32,0.32,4
JVASP-75509,0.32,0.32,4
JVASP-75515,1.98,1.98,3
JVASP-75518,0.32,0.32,4
JVASP-75519,1.64,1.64,4
JVASP-75533,12.58,12.58,3
JVASP-75538,42.96,42.96,3
JVASP-75547,3.94,3.94,3
JVASP-75550,1.98,1.98,3
JVASP-75554,0.32,0.32,4
JVASP-75555,2.01,2.01,3
JVASP-75557,1.97,1.97,3
JVASP-75558,0.32,0.32,4
JVASP-75561,2.0,2.0,3
JVASP-75570,9.36,9.36,3
JVASP-75581,-18.2,-18.2,3
JVASP-75583,0.32,0.32,4
JVASP-75584,1.99,1.99,3
JVASP-75589,26.74,26.74,4
JVASP-75590,-22.1,-22.1,6
JVASP-75593,-22.1,-22.1,4
JVASP-75594,43.0,43.0,4
JVASP-75595,1.98,1.98,3
JVASP-75596,-23.1,-23.1,3
JVASP-75600,26.2,26.2,4
JVASP-75601,1.8,1.8,3
JVASP-75603,12.96,12.96,3
JVASP-75608,6.48,6.48,3
JVASP-75611,44.12,44.12,4
JVASP-75624,11.26,11.26,4
JVASP-75625,7.2,7.2,4
JVASP-75632,1.99,1.99,3
JVASP-75635,2.01,2.01,3
JVASP-75636,0.32,0.32,4
JVASP-75637,10.98,10.98,3
JVASP-75640,-7.9,-7.9,4
JVASP-75641,-7.9,-7.9,4
JVASP-75644,-3.06,-3.06,3
JVASP-75647,0.32,0.32,4
JVASP-75650,17.92,17.92,4
JVASP-75653,-2.2,-2.2,4
JVASP-75658,2.84,2.84,3
JVASP-75659,15.48,15.48,3
JVASP-75663,19.72,19.72,4
JVASP-75664,64.43,64.43,9
JVASP-75668,-0.36,-0.36,4
JVASP-75679,18.02,18.02,4
JVASP-75681,3.84,3.84,3
JVASP-75684,16.2,16.2,4
JVASP-75686,16.64,16.64,3
JVASP-75692,24.36,24.36,3
JVASP-75696,1.96,1.96,3
JVASP-75699,-10.44,-10.44,4
JVASP-75704,1.98,1.98,3
JVASP-75708,3.84,3.84,3
JVASP-75711,11.62,11.62,3
JVASP-75713,43.1,43.1,4
JVASP-75718,1.77,1.77,3
JVASP-75722,0.32,0.32,4
JVASP-75723,17.86,17.86,4
JVASP-75725,-0.56,-0.56,3
JVASP-75726,0.32,0.32,4
JVASP-75728,5.34,5.34,4
JVASP-75737,53.78,53.78,4
JVASP-75740,0.32,0.32,4
JVASP-75747,8.9,8.9,4
JVASP-75750,0.06,0.06,4
JVASP-75753,0.32,0.32,4
JVASP-75755,-20.7,-20.7,3
JVASP-75757,35.96,35.96,4
JVASP-75760,1.79,1.79,3
JVASP-75763,25.52,25.52,4
JVASP-75765,-11.32,-11.32,3
JVASP-75766,0.32,0.32,4
JVASP-75767,1.99,1.99,3
JVASP-75774,5.12,5.12,3
JVASP-75777,0.32,0.32,4
JVASP-75781,0.28,0.28,4
JVASP-75787,34.88,34.88,4
JVASP-75788,1.98,1.98,3
JVASP-75789,0.32,0.32,4
JVASP-75792,-20.12,-20.12,4
JVASP-75794,20.86,20.86,3
JVASP-75795,0.28,0.28,4
JVASP-75805,16.06,16.06,3
JVASP-75806,2.0,2.0,3
JVASP-75811,1.77,1.77,3
JVASP-75819,0.32,0.32,4
JVASP-75821,0.32,0.32,4
JVASP-75822,0.32,0.32,4
JVASP-75824,0.32,0.32,4
JVASP-75825,-19.3,-19.3,4
JVASP-75826,2.0,2.0,3
JVASP-75827,0.32,0.32,4
JVASP-75831,24.18,24.18,3
JVASP-75833,-24.88,-24.88,3
JVASP-75834,2.01,2.01,3
JVASP-75836,44.54,44.54,3
JVASP-75837,-9.28,-9.28,3
JVASP-75838,-24.54,-24.54,4
JVASP-75839,-24.54,-24.54,4
JVASP-75840,1.78,1.78,3
JVASP-75842,8.44,8.44,4
JVASP-75847,1.98,1.98,3
JVASP-75851,13.36,13.36,4
JVASP-75853,13.36,13.36,4
JVASP-75854,1.99,1.99,3
JVASP-75856,2.94,2.94,4
JVASP-75859,1.78,1.78,3
JVASP-75867,30.82,30.82,4
JVASP-75870,0.32,0.32,4
JVASP-75872,0.32,0.32,4
JVASP-75879,1.97,1.97,3
JVASP-75883,1.97,1.97,3
JVASP-75885,0.0,0.0,4
JVASP-75887,0.0,0.0,4
JVASP-75889,11.76,11.76,4
JVASP-75891,11.76,11.76,4
JVASP-75893,11.76,11.76,4
JVASP-75894,11.76,11.76,4
JVASP-76199,7.34,7.34,4
JVASP-76260,6.44,6.44,8
JVASP-76275,40.48,40.48,10
JVASP-7629,-9.62,-9.62,2
JVASP-7631,118.07,118.07,8
JVASP-7633,139.58,139.58,3
JVASP-7634,16.43,16.43,6
JVASP-7635,61.29,61.29,6
JVASP-7636,36.82,36.82,4
JVASP-7638,27.07,27.07,4
JVASP-7640,20.03,20.03,3
JVASP-7641,12.8,12.8,8
JVASP-7643,18.53,18.53,8
JVASP-7644,26.54,26.54,5
JVASP-7646,62.45,62.45,6
JVASP-7647,194.92,194.92,7
JVASP-7649,15.73,15.73,6
JVASP-7651,11.01,11.01,8
JVASP-7652,32.06,32.06,4
JVASP-7653,44.22,44.22,4
JVASP-7654,35.47,35.47,4
JVASP-7655,57.55,57.55,7
JVASP-7656,22.07,22.07,5
JVASP-7657,9.12,9.12,6
JVASP-7658,22.39,22.39,6
JVASP-7659,5.64,5.64,4
JVASP-7661,26.97,26.97,3
JVASP-7662,29.37,29.37,4
JVASP-7663,35.48,35.48,2
JVASP-7664,16.32,16.32,4
JVASP-7665,22.78,22.78,2
JVASP-7667,40.44,40.44,2
JVASP-7668,31.39,31.39,7
JVASP-7671,13.88,13.88,4
JVASP-7672,85.92,85.92,5
JVASP-7673,-1.64,-1.64,6
JVASP-7674,144.14,144.14,5
JVASP-7675,60.91,60.91,5
JVASP-7676,49.16,49.16,2
JVASP-7678,45.48,45.48,2
JVASP-7679,15.23,15.23,6
JVASP-7680,22.92,22.92,4
JVASP-7681,102.17,102.17,6
JVASP-76838,0.69,0.69,4
JVASP-7684,64.63,64.63,6
JVASP-7685,27.39,27.39,8
JVASP-7686,15.82,15.82,7
JVASP-7687,23.36,23.36,8
JVASP-7688,61.62,61.62,2
JVASP-7689,62.09,62.09,8
JVASP-7691,39.62,39.62,3
JVASP-7692,71.51,71.51,8
JVASP-7696,20.89,20.89,9
JVASP-7697,146.16,146.16,9
JVASP-7698,24.3,24.3,2
JVASP-7699,21.72,21.72,2
JVASP-7700,27.04,27.04,2
JVASP-7702,20.96,20.96,2
JVASP-7703,0.32,0.32,6
JVASP-7705,33.56,33.56,3
JVASP-77051,1.76,1.76,4
JVASP-7706,46.96,46.96,3
JVASP-77079,101.4,101.4,4
JVASP-7711,29.36,29.36,2
JVASP-77136,19.19,19.19,4
JVASP-77146,29.77,29.77,4
JVASP-7715,55.9,55.9,3
JVASP-77158,32.59,32.59,4
JVASP-77162,64.59,64.59,4
JVASP-7721,24.94,24.94,9
JVASP-7723,7.61,7.61,8
JVASP-7725,59.19,59.19,2
JVASP-7726,15.46,15.46,6
JVASP-7727,33.4,33.4,3
JVASP-7729,28.6,28.6,2
JVASP-7730,19.01,19.01,6
JVASP-7732,20.4,20.4,8
JVASP-7733,38.06,38.06,4
JVASP-7735,26.65,26.65,6
JVASP-7736,13.14,13.14,2
JVASP-7739,3.71,3.71,1
JVASP-7740,146.2,146.2,9
JVASP-7741,42.47,42.47,9
JVASP-7744,26.79,26.79,4
JVASP-7745,17.55,17.55,6
JVASP-7747,16.99,16.99,3
JVASP-7751,68.34,68.34,5
JVASP-7752,70.17,70.17,5
JVASP-7753,71.43,71.43,5
JVASP-7754,72.85,72.85,5
JVASP-7755,77.59,77.59,5
JVASP-7756,90.22,90.22,5
JVASP-77560,24.15,24.15,4
JVASP-77567,21.77,21.77,4
JVASP-7757,12.51,12.51,4
JVASP-7758,4.25,4.25,8
JVASP-7759,68.7,68.7,5
JVASP-7760,97.53,97.53,5
JVASP-7761,22.64,22.64,2
JVASP-7762,13.9,13.9,2
JVASP-7764,74.99,74.99,5
JVASP-7765,67.45,67.45,5
JVASP-7766,67.28,67.28,5
JVASP-7767,70.01,70.01,5
JVASP-7768,69.95,69.95,5
JVASP-7769,72.34,72.34,5
JVASP-7770,72.79,72.79,5
JVASP-7772,37.0,37.0,2
JVASP-7773,107.99,107.99,5
JVASP-7774,16.07,16.07,4
JVASP-7775,38.81,38.81,5
JVASP-7777,55.74,55.74,4
JVASP-7778,28.15,28.15,9
JVASP-7779,35.58,35.58,3
JVASP-7780,243.68,243.68,2
JVASP-7783,88.76,88.76,7
JVASP-7784,33.17,33.17,4
JVASP-7785,8.72,8.72,4
JVASP-7786,32.25,32.25,8
JVASP-7787,21.61,21.61,8
JVASP-7789,13.26,13.26,3
JVASP-7790,33.03,33.03,8
JVASP-7791,52.65,52.65,6
JVASP-7792,28.84,28.84,5
JVASP-7793,44.16,44.16,8
JVASP-7794,128.3,128.3,2
JVASP-7798,158.84,158.84,4
JVASP-78,28.91,28.91,12
JVASP-7803,16.07,16.07,6
JVASP-7806,7.35,7.35,1
JVASP-7807,150.72,150.72,3
JVASP-7808,25.91,25.91,8
JVASP-7809,125.68,125.68,3
JVASP-7810,13.23,13.23,8
JVASP-7811,62.03,62.03,6
JVASP-7812,25.33,25.33,3
JVASP-7813,119.76,119.76,8
JVASP-7815,189.27,189.27,8
JVASP-7816,26.27,26.27,6
JVASP-7817,76.86,76.86,7
JVASP-7818,30.63,30.63,4
JVASP-7819,56.77,56.77,7
JVASP-7820,38.9,38.9,4
JVASP-7821,175.71,175.71,8
JVASP-7822,34.27,34.27,9
JVASP-7823,45.8,45.8,3
JVASP-7824,48.7,48.7,3
JVASP-78264,174.07,174.07,3
JVASP-7827,6.05,6.05,8
JVASP-78273,24.03,24.03,2
JVASP-7828,48.45,48.45,6
JVASP-78284,31.56,31.56,2
JVASP-7829,46.7,46.7,3
JVASP-7830,48.14,48.14,3
JVASP-78317,5.63,5.63,3
JVASP-7832,28.62,28.62,2
JVASP-78321,8.33,8.33,1
JVASP-7833,-6.9,-6.9,2
JVASP-78330,10.05,10.05,1
JVASP-78331,22.17,22.17,1
JVASP-78338,123.92,123.92,1
JVASP-7834,-20.33,-20.33,6
JVASP-78340,15.24,15.24,1
JVASP-78347,30.39,30.39,2
JVASP-7836,392.44,392.44,2
JVASP-78364,44.4,44.4,2
JVASP-78368,36.87,36.87,2
JVASP-78373,21.22,21.22,2
JVASP-78382,8.65,8.65,2
JVASP-7840,68.06,68.06,4
JVASP-7842,99.61,99.61,3
JVASP-78422,45.48,45.48,2
JVASP-78424,14.92,14.92,2
JVASP-7843,219.7,219.7,2
JVASP-7844,137.96,137.96,2
JVASP-7845,21.95,21.95,3
JVASP-78458,2.5,2.5,2
JVASP-7846,13.13,13.13,8
JVASP-78463,13.94,13.94,2
JVASP-78464,71.1,71.1,2
JVASP-78468,142.52,142.52,2
JVASP-7849,37.1,37.1,8
JVASP-78503,44.14,44.14,3
JVASP-78505,52.29,52.29,3
JVASP-78506,7.9,7.9,3
JVASP-78507,5.51,5.51,3
JVASP-78509,60.63,60.63,3
JVASP-78513,54.03,54.03,3
JVASP-78516,54.08,54.08,3
JVASP-78517,95.01,95.01,3
JVASP-78520,19.22,19.22,3
JVASP-78529,19.66,19.66,3
JVASP-7854,41.36,41.36,8
JVASP-78544,1.62,1.62,1
JVASP-7855,35.54,35.54,2
JVASP-7856,49.36,49.36,5
JVASP-78562,20.14,20.14,2
JVASP-78564,32.09,32.09,2
JVASP-78565,-8.02,-8.02,2
JVASP-78566,30.19,30.19,2
JVASP-78569,18.01,18.01,4
JVASP-78576,22.55,22.55,1
JVASP-7858,4.81,4.81,8
JVASP-78583,35.08,35.08,3
JVASP-78584,-0.48,-0.48,3
JVASP-78585,69.94,69.94,3
JVASP-78588,26.16,26.16,3
JVASP-7860,32.94,32.94,2
JVASP-7862,75.72,75.72,7
JVASP-78628,7.59,7.59,3
JVASP-78629,60.2,60.2,3
JVASP-78630,68.18,68.18,3
JVASP-78632,9.51,9.51,3
JVASP-78633,74.0,74.0,3
JVASP-78634,14.09,14.09,3
JVASP-78638,45.08,45.08,3
JVASP-7864,90.08,90.08,4
JVASP-78644,52.38,52.38,3
JVASP-78649,130.08,130.08,3
JVASP-7865,21.84,21.84,9
JVASP-78663,12.6,12.6,3
JVASP-7867,37.09,37.09,8
JVASP-78670,10.86,10.86,3
JVASP-78672,42.56,42.56,2
JVASP-78675,32.76,32.76,4
JVASP-7868,47.81,47.81,8
JVASP-78680,40.18,40.18,2
JVASP-78685,46.88,46.88,3
JVASP-7869,66.45,66.45,7
JVASP-78705,1.04,1.04,2
JVASP-78706,14.23,14.23,3
JVASP-7871,51.98,51.98,2
