jid,optb88vdw_bandgap,target,num_atoms
JVASP-15040,0.0,0.0,2
JVASP-66885,0.0,0.0,3
JVASP-67120,0.0,0.0,4
JVASP-66966,0.0,0.0,3
JVASP-90208,0.0,0.0,9
JVASP-86306,0.0,0.0,16
JVASP-61675,5.765,5.765,40
JVASP-68034,0.0,0.0,4
JVASP-53662,0.0,0.0,7
JVASP-42842,0.0,0.0,25
JVASP-86810,0.0,0.0,8
JVASP-63646,4.095,4.095,18
JVASP-91587,0.0,0.0,8
JVASP-85413,2.826,2.826,12
JVASP-68296,0.0,0.0,4
JVASP-69189,0.0,0.0,4
JVASP-67532,0.0,0.0,3
JVASP-68356,0.0,0.0,3
JVASP-88766,1.076,1.076,32
JVASP-86535,0.169,0.169,19
JVASP-86881,0.0,0.0,6
JVASP-88067,2.132,2.132,28
JVASP-68905,0.0,0.0,3
JVASP-67042,0.0,0.0,4
JVASP-61939,0.0,0.0,6
JVASP-90086,0.0,0.0,9
JVASP-48957,0.389,0.389,14
JVASP-66678,0.0,0.0,3
JVASP-69359,0.0,0.0,4
JVASP-68534,0.0,0.0,5
JVASP-68111,0.0,0.0,4
JVASP-14852,0.0,0.0,2
JVASP-63499,0.0,0.0,9
JVASP-62846,0.0,0.0,18
JVASP-2032,1.063,1.063,4
JVASP-67356,0.0,0.0,3
JVASP-90153,0.0,0.0,9
JVASP-63328,0.0,0.0,9
JVASP-48424,0.103,0.103,20
JVASP-91975,0.0,0.0,8
JVASP-67739,0.0,0.0,4
JVASP-90505,0.0,0.0,9
JVASP-91684,0.0,0.0,8
JVASP-68414,0.0,0.0,4
JVASP-86414,0.0,0.0,10
JVASP-66891,0.0,0.0,3
JVASP-90285,0.0,0.0,9
JVASP-15699,0.0,0.0,2
JVASP-68708,0.0,0.0,4
JVASP-67657,0.0,0.0,4
JVASP-90413,0.0,0.0,8
JVASP-67908,0.0,0.0,4
JVASP-67271,0.0,0.0,3
JVASP-43657,0.0,0.0,24
JVASP-72816,0.0,0.0,4
JVASP-61421,0.209,0.209,24
JVASP-67817,0.0,0.0,6
JVASP-89134,2.053,2.053,20
JVASP-18899,0.0,0.0,8
JVASP-66718,0.0,0.0,4
JVASP-73359,0.0,0.0,4
JVASP-63138,0.0,0.0,14
JVASP-63242,0.0,0.0,20
JVASP-48005,0.0,0.0,24
JVASP-67620,0.0,0.0,4
JVASP-68359,0.0,0.0,4
JVASP-67967,0.0,0.0,4
JVASP-67121,0.0,0.0,4
JVASP-16176,0.0,0.0,9
JVASP-86764,0.0,0.0,6
JVASP-73845,0.0,0.0,4
JVASP-68035,0.0,0.0,4
JVASP-68595,0.0,0.0,3
JVASP-92230,0.0,0.0,8
JVASP-43213,0.0,0.0,8
JVASP-67194,0.0,0.0,4
JVASP-67043,0.0,0.0,4
JVASP-68642,0.0,0.0,4
JVASP-65355,0.0,0.0,4
JVASP-66679,0.0,0.0,6
JVASP-68177,0.0,0.0,4
JVASP-5827,0.551,0.551,16
JVASP-86250,0.0,0.0,12
JVASP-63330,0.0,0.0,6
JVASP-67360,0.0,0.0,4
JVASP-72842,0.0,0.0,4
JVASP-43561,1.292,1.292,12
JVASP-89516,0.0,0.0,26
JVASP-89935,0.0,0.0,9
JVASP-87869,0.782,0.782,24
JVASP-86939,1.407,1.407,16
JVASP-68475,0.0,0.0,4
JVASP-50344,3.077,3.077,22
JVASP-68906,0.0,0.0,4
JVASP-61681,0.0,0.0,36
JVASP-90027,0.0,0.0,9
JVASP-88949,0.0,0.0,15
JVASP-88447,4.03,4.03,22
JVASP-14965,0.0,0.0,3
JVASP-73375,0.0,0.0,3
JVASP-22596,0.0,0.0,8
JVASP-90609,0.0,0.0,8
JVASP-66721,0.0,0.0,3
JVASP-68711,0.0,0.0,4
JVASP-86181,0.0,0.0,16
JVASP-61436,1.526,1.526,12
JVASP-68113,0.0,0.0,4
JVASP-67442,0.0,0.0,3
JVASP-66680,0.0,0.0,6
JVASP-67857,0.0,0.0,3
JVASP-66967,0.0,0.0,3
JVASP-91727,0.0,0.0,8
JVASP-66038,0.0,0.0,6
JVASP-67583,0.0,0.0,3
JVASP-67272,0.0,0.0,4
JVASP-68772,0.0,0.0,4
JVASP-91637,0.647,0.647,8
JVASP-90886,1.9,1.9,8
JVASP-68178,0.0,0.0,4
JVASP-63144,1.617,1.617,8
JVASP-87978,1.281,1.281,28
JVASP-85753,0.0,0.0,18
JVASP-42597,1.21,1.21,6
JVASP-67199,0.0,0.0,3
JVASP-42261,0.0,0.0,6
JVASP-43975,0.443,0.443,18
JVASP-85340,0.0,0.0,12
JVASP-16092,0.0,0.0,6
JVASP-62847,0.0,0.0,18
JVASP-42756,0.0,0.0,28
JVASP-67361,0.0,0.0,4
JVASP-67534,0.0,0.0,4
JVASP-63501,0.0,0.0,16
JVASP-66794,0.0,0.0,3
JVASP-88251,3.812,3.812,20
JVASP-68596,0.0,0.0,4
JVASP-68841,0.0,0.0,4
JVASP-67783,0.0,0.0,3
JVASP-63652,0.0,0.0,5
JVASP-90567,0.0,0.0,8
JVASP-67658,0.0,0.0,4
JVASP-73377,0.0,0.0,4
JVASP-67700,0.0,0.0,3
JVASP-63810,1.272,1.272,6
JVASP-14580,0.0,0.0,6
JVASP-5176,1.012,1.012,4
JVASP-86482,0.0,0.0,9
JVASP-68535,0.0,0.0,4
JVASP-67859,0.0,0.0,4
JVASP-67740,0.0,0.0,3
JVASP-66039,0.0,0.0,6
JVASP-66681,0.0,0.0,6
JVASP-53451,0.0,0.0,6
JVASP-85960,1.186,1.186,18
JVASP-90742,0.0,0.0,8
JVASP-68643,0.0,0.0,4
JVASP-86078,0.0,0.0,16
JVASP-28374,2.017,2.017,6
JVASP-67124,0.0,0.0,3
JVASP-14027,0.0,0.0,12
JVASP-63245,5.749,5.749,26
JVASP-63339,0.0,0.0,18
JVASP-68236,0.0,0.0,4
JVASP-65356,0.0,0.0,4
JVASP-66896,0.0,0.0,3
JVASP-15983,0.0,0.0,5
JVASP-87010,0.0,0.0,12
JVASP-88674,0.221,0.221,20
JVASP-48892,0.0,0.0,13
JVASP-67818,0.0,0.0,3
JVASP-90796,0.0,0.0,8
JVASP-91876,0.0,0.0,8
JVASP-67972,0.0,0.0,4
JVASP-90671,0.0,0.0,8
JVASP-86640,0.0,0.0,10
JVASP-91976,0.0,0.0,8
JVASP-67274,0.0,0.0,4
JVASP-68115,0.0,0.0,4
JVASP-68417,0.0,0.0,4
JVASP-67536,0.0,0.0,4
JVASP-90286,2.621,2.621,9
JVASP-87080,0.0,0.0,7
JVASP-73859,0.0,0.0,4
JVASP-92177,0.486,0.486,8
JVASP-67703,0.0,0.0,4
JVASP-12052,0.0,0.0,18
JVASP-67621,0.0,0.0,3
JVASP-91820,0.0,0.0,8
JVASP-53575,2.249,2.249,14
JVASP-63146,0.0,0.0,12
JVASP-68478,0.0,0.0,3
JVASP-67660,0.0,0.0,6
JVASP-85900,0.0,0.0,8
JVASP-68907,0.0,0.0,4
JVASP-67126,0.0,0.0,3
JVASP-68537,0.0,0.0,4
JVASP-67047,0.0,0.0,4
JVASP-68361,0.0,0.0,4
JVASP-61944,0.0,0.0,12
JVASP-68182,0.0,0.0,4
JVASP-68773,0.0,0.0,3
JVASP-90415,0.0,0.0,9
JVASP-67446,0.424,0.424,3
JVASP-68645,0.0,0.0,3
JVASP-86536,0.0,0.0,10
JVASP-48697,0.0,0.0,18
JVASP-63341,0.427,0.427,8
JVASP-89142,0.0,0.0,10
JVASP-48242,0.0,0.0,15
JVASP-67784,0.0,0.0,4
JVASP-1711,1.869,1.869,4
JVASP-15188,0.0,0.0,5
JVASP-1297,2.173,2.173,3
JVASP-63811,0.0,0.0,18
JVASP-86253,0.0,0.0,4
JVASP-85620,0.0,0.0,16
JVASP-72866,0.0,0.0,4
JVASP-86130,2.523,2.523,14
JVASP-65357,0.0,0.0,4
JVASP-63655,0.0,0.0,9
JVASP-66682,0.0,0.0,3
JVASP-14853,0.0,0.0,3
JVASP-90092,0.0,0.0,9
JVASP-89936,0.0,0.0,9
JVASP-18658,0.0,0.0,8
JVASP-85414,0.0,0.0,12
JVASP-68843,0.0,0.0,4
JVASP-66902,0.0,0.0,4
JVASP-73969,0.0,0.0,4
JVASP-88960,3.736,3.736,8
JVASP-88770,2.422,2.422,39
JVASP-90610,0.223,0.223,8
JVASP-66724,0.0,0.0,3
JVASP-86882,0.0,0.0,12
JVASP-63249,0.0,0.0,6
JVASP-68712,0.0,0.0,4
JVASP-15309,0.0,0.0,5
JVASP-63503,5.015,5.015,30
JVASP-66040,0.403,0.403,3
JVASP-73866,0.0,0.0,4
JVASP-87874,0.0,0.0,15
JVASP-73379,0.0,0.0,4
JVASP-66968,0.0,0.0,4
JVASP-68479,0.0,0.0,3
JVASP-86941,0.0,0.0,10
JVASP-62212,0.0,0.0,12
JVASP-67704,0.0,0.0,6
JVASP-68363,0.0,0.0,3
JVASP-1882,0.238,0.238,2
JVASP-42339,0.0,0.0,28
JVASP-67741,0.0,0.0,3
JVASP-68297,0.0,0.0,4
JVASP-68418,0.0,0.0,4
JVASP-67860,0.0,0.0,3
JVASP-67127,0.0,0.0,3
JVASP-67622,0.0,0.0,4
JVASP-68910,0.0,0.0,4
JVASP-91776,0.0,0.0,8
JVASP-63657,3.706,3.706,8
JVASP-63155,0.2,0.2,24
JVASP-68597,0.0,0.0,4
JVASP-67584,0.0,0.0,4
JVASP-68183,0.0,0.0,4
JVASP-90155,0.0,0.0,9
JVASP-91925,1.64,1.64,8
JVASP-91588,0.0,0.0,8
JVASP-85691,4.758,4.758,15
JVASP-86706,0.418,0.418,16
JVASP-67785,0.0,0.0,6
JVASP-87331,1.06,1.06,12
JVASP-73382,0.0,0.0,5
JVASP-68646,0.0,0.0,3
JVASP-67909,0.0,0.0,4
JVASP-67448,0.0,0.0,4
JVASP-86415,0.0,0.0,13
JVASP-63813,0.427,0.427,8
JVASP-3897,1.167,1.167,8
JVASP-88070,0.363,0.363,24
JVASP-73970,0.0,0.0,4
JVASP-85341,0.0,0.0,3
JVASP-62553,5.396,5.396,26
JVASP-74149,0.0,0.0,4
JVASP-66042,0.0,0.0,6
JVASP-61446,0.0,0.0,38
JVASP-68038,0.0,0.0,4
JVASP-86333,0.0,0.0,6
JVASP-91728,0.0,0.0,8
JVASP-91546,1.048,1.048,8
JVASP-12038,5.168,5.168,8
JVASP-90209,4.003,4.003,9
JVASP-85501,2.761,2.761,14
JVASP-90028,0.0,0.0,9
JVASP-60710,0.0,0.0,9
JVASP-66727,0.0,0.0,3
JVASP-90840,0.0,0.0,8
JVASP-48958,1.288,1.288,13
JVASP-67202,0.0,0.0,3
JVASP-73869,0.0,0.0,4
JVASP-68364,0.0,0.0,4
JVASP-67742,0.0,0.0,4
JVASP-67362,0.0,0.0,3
JVASP-67049,0.0,0.0,4
JVASP-48011,0.0,0.0,28
JVASP-67538,0.0,0.0,3
JVASP-67973,0.0,0.0,4
JVASP-61948,0.0,0.0,29
JVASP-67449,0.0,0.0,3
JVASP-67661,0.0,0.0,3
JVASP-86811,0.033,0.033,10
JVASP-43315,0.183,0.183,22
JVASP-67276,0.0,0.0,4
JVASP-20062,0.0,0.0,6
JVASP-68715,0.0,0.0,4
JVASP-73398,0.0,0.0,4
JVASP-68116,0.0,0.0,4
JVASP-66970,0.0,0.0,3
JVASP-48425,0.0,0.0,18
JVASP-68774,0.0,0.0,4
JVASP-66043,0.0,0.0,6
JVASP-14260,0.024,0.024,11
JVASP-67819,0.0,0.0,3
JVASP-63157,0.0,0.0,9
JVASP-62989,6.556,6.556,9
JVASP-68541,0.0,0.0,4
JVASP-43340,0.004,0.004,28
JVASP-65360,0.0,0.0,4
JVASP-43226,0.488,0.488,6
JVASP-90743,0.0,0.0,8
JVASP-48338,0.379,0.379,14
JVASP-49844,0.0,0.0,2
JVASP-66728,0.0,0.0,4
JVASP-63256,1.52,1.52,28
JVASP-72904,0.0,0.0,4
JVASP-85901,0.0,0.0,7
JVASP-68237,0.0,0.0,4
JVASP-67051,0.0,0.0,3
JVASP-68846,0.0,0.0,4
JVASP-67623,0.0,0.0,3
JVASP-73977,0.0,0.0,4
JVASP-67705,0.0,0.0,3
JVASP-63666,5.015,5.015,30
JVASP-67541,0.0,0.0,3
JVASP-68481,0.0,0.0,4
JVASP-15482,0.0,0.0,5
JVASP-43466,0.059,0.059,14
JVASP-74055,0.0,0.0,4
JVASP-73427,0.0,0.0,4
JVASP-61967,0.0,0.0,6
JVASP-86307,0.157,0.157,16
JVASP-68717,0.0,0.0,3
JVASP-90508,5.666,5.666,9
JVASP-67366,0.0,0.0,4
JVASP-91685,0.0,0.0,8
JVASP-89176,0.464,0.464,12
JVASP-67862,0.0,0.0,4
JVASP-66797,0.0,0.0,3
JVASP-43117,0.051,0.051,24
JVASP-67585,0.0,0.0,3
JVASP-68117,0.0,0.0,4
JVASP-90287,0.0,0.0,9
JVASP-68911,0.0,0.0,4
JVASP-18741,0.0,0.0,4
JVASP-67130,0.0,0.0,4
JVASP-92178,0.0,0.0,8
JVASP-66904,0.0,0.0,3
JVASP-68598,0.0,0.0,4
JVASP-87011,0.0,0.0,10
JVASP-68298,0.0,0.0,4
JVASP-68421,0.0,0.0,4
JVASP-67451,0.0,0.0,4
JVASP-66974,0.0,0.0,4
JVASP-90568,0.0,0.0,8
JVASP-67910,0.0,0.0,4
JVASP-63343,0.0,0.0,13
JVASP-60751,2.025,2.025,22
JVASP-63819,5.727,5.727,38
JVASP-68652,0.0,0.0,4
JVASP-73870,0.0,0.0,4
JVASP-89528,0.0,0.0,20
JVASP-66044,0.0,0.0,6
JVASP-67204,0.0,0.0,3
JVASP-61455,0.0,0.0,29
JVASP-68780,0.0,0.0,4
JVASP-65361,0.0,0.0,4
JVASP-92231,0.0,0.0,8
JVASP-86483,0.0,0.0,8
JVASP-86765,0.438,0.438,16
JVASP-43369,2.138,2.138,20
JVASP-90887,0.0,0.0,8
JVASP-1792,0.906,0.906,4
JVASP-91821,0.0,0.0,8
JVASP-74151,0.0,0.0,4
JVASP-68544,0.0,0.0,3
JVASP-68039,0.0,0.0,4
JVASP-68365,0.0,0.0,4
JVASP-14880,0.0,0.0,8
JVASP-91877,0.0,0.0,8
JVASP-72918,0.0,0.0,4
JVASP-88448,0.0,0.0,29
JVASP-18659,0.0,0.0,4
JVASP-86079,0.213,0.213,10
JVASP-86646,0.0,0.0,9
JVASP-67821,0.0,0.0,4
JVASP-62555,0.0,0.0,24
JVASP-4298,2.721,2.721,8
JVASP-67706,0.0,0.0,4
JVASP-89937,0.006,0.006,9
JVASP-90156,0.0,0.0,9
JVASP-67277,0.0,0.0,3
JVASP-1717,1.914,1.914,4
JVASP-73978,0.0,0.0,4
JVASP-43562,0.052,0.052,24
JVASP-63504,1.999,1.999,8
JVASP-67786,0.0,0.0,3
JVASP-67743,0.0,0.0,4
JVASP-43658,1.658,1.658,24
JVASP-68185,0.0,0.0,4
JVASP-63347,0.0,0.0,6
JVASP-43976,2.803,2.803,14
JVASP-22597,0.0,0.0,10
JVASP-46299,0.0,0.0,16
JVASP-87875,0.0,0.0,10
JVASP-15265,0.0,0.0,5
JVASP-66730,0.0,0.0,3
JVASP-88773,0.173,0.173,40
JVASP-86131,0.0,0.0,12
JVASP-67206,0.0,0.0,3
JVASP-85621,0.0,0.0,14
JVASP-67974,0.0,0.0,4
JVASP-68914,0.0,0.0,4
JVASP-68238,0.0,0.0,4
JVASP-61968,0.0,0.0,12
JVASP-62993,2.017,2.017,28
JVASP-90672,0.0,0.0,8
JVASP-91638,0.0,0.0,8
JVASP-66045,0.0,0.0,6
JVASP-88271,4.96,4.96,40
JVASP-68483,0.0,0.0,4
JVASP-90093,0.0,0.0,9
JVASP-50345,3.392,3.392,12
JVASP-86182,0.074,0.074,12
JVASP-14854,0.0,0.0,2
JVASP-66975,0.0,0.0,3
JVASP-42262,0.005,0.005,18
JVASP-67664,0.0,0.0,3
JVASP-68848,0.0,0.0,4
JVASP-73874,0.0,0.0,4
JVASP-68781,0.0,0.0,5
JVASP-74056,0.0,0.0,4
JVASP-91589,0.0,0.0,8
JVASP-88967,4.728,4.728,80
JVASP-62662,5.388,5.388,48
JVASP-67915,0.0,0.0,4
JVASP-68654,0.0,0.0,4
JVASP-14793,0.0,0.0,9
JVASP-68719,0.0,0.0,4
JVASP-72931,0.0,0.0,4
JVASP-63820,0.0,0.0,14
JVASP-65362,0.0,0.0,4
JVASP-67368,0.0,0.0,4
JVASP-68122,0.0,0.0,4
JVASP-91777,0.0,0.0,8
JVASP-14557,0.0,0.0,4
JVASP-67052,0.0,0.0,3
JVASP-85829,0.0,0.0,6
JVASP-63159,5.286,5.286,24
JVASP-67624,0.0,0.0,4
JVASP-66907,0.0,0.0,4
JVASP-74153,0.0,0.0,4
JVASP-63266,0.0,0.0,24
JVASP-67863,0.0,0.0,3
JVASP-86883,0.0,0.0,14
JVASP-86255,0.0,0.0,16
JVASP-88679,0.742,0.742,12
JVASP-73473,0.0,0.0,4
JVASP-85961,1.721,1.721,10
JVASP-85754,0.084,0.084,18
JVASP-86707,0.0,0.0,5
JVASP-90797,0.0,0.0,8
JVASP-28504,0.307,0.307,9
JVASP-87984,1.951,1.951,20
JVASP-67543,0.0,0.0,3
JVASP-68599,0.0,0.0,4
JVASP-85693,0.0,0.0,18
JVASP-18515,0.0,0.0,8
JVASP-62848,0.579,0.579,22
JVASP-63506,0.0,0.0,6
JVASP-91977,1.175,1.175,8
JVASP-68547,0.0,0.0,4
JVASP-73979,0.0,0.0,4
JVASP-67586,0.0,0.0,3
JVASP-88071,3.819,3.819,30
JVASP-90841,0.0,0.0,8
JVASP-42605,0.739,0.739,18
JVASP-90417,1.455,1.455,8
JVASP-86942,0.0,0.0,4
JVASP-67456,0.0,0.0,4
JVASP-90211,0.0,0.0,9
JVASP-66047,0.0,0.0,4
JVASP-68302,0.0,0.0,4
JVASP-43396,1.514,1.514,24
JVASP-42757,0.0,0.0,28
JVASP-62999,0.0,0.0,8
JVASP-67787,0.0,0.0,4
JVASP-90029,0.0,0.0,9
JVASP-86813,0.593,0.593,10
JVASP-90746,0.0,0.0,8
JVASP-68486,0.0,0.0,3
JVASP-68043,0.0,0.0,4
JVASP-68915,0.0,0.0,3
JVASP-62561,0.0,0.0,5
JVASP-63350,0.0,0.0,5
JVASP-63166,0.0,0.0,6
JVASP-74059,0.0,0.0,4
JVASP-66799,0.0,0.0,3
JVASP-67370,0.0,0.0,3
JVASP-89178,0.342,0.342,9
JVASP-61986,0.0,0.0,8
JVASP-68367,0.0,0.0,5
JVASP-63672,4.572,4.572,46
JVASP-68422,0.0,0.0,4
JVASP-68657,0.0,0.0,4
JVASP-68721,0.0,0.0,4
JVASP-67212,0.0,0.0,4
JVASP-92179,0.0,0.0,8
JVASP-90611,0.0,0.0,8
JVASP-73493,0.0,0.0,4
JVASP-67707,0.0,0.0,3
JVASP-67279,0.0,0.0,3
JVASP-67131,0.0,0.0,3
JVASP-66048,0.0,0.0,3
JVASP-63821,0.389,0.389,8
JVASP-48896,0.0,0.0,15
JVASP-68600,0.0,0.0,4
JVASP-43806,0.119,0.119,17
JVASP-67744,0.0,0.0,3
JVASP-66732,0.0,0.0,4
JVASP-67977,0.0,0.0,4
JVASP-48708,0.254,0.254,12
JVASP-86418,4.019,4.019,8
JVASP-73980,0.0,0.0,4
JVASP-68306,0.0,0.0,3
JVASP-74157,0.0,0.0,4
JVASP-91926,0.726,0.726,8
JVASP-68916,0.0,0.0,3
JVASP-63178,0.0,0.0,9
JVASP-67917,0.0,0.0,4
JVASP-68369,0.0,0.0,4
JVASP-86537,0.649,0.649,16
JVASP-48243,0.0,0.0,12
JVASP-68853,0.0,0.0,4
JVASP-63509,0.0,0.0,18
JVASP-63353,0.0,0.0,6
JVASP-67056,0.0,0.0,3
JVASP-66049,0.0,0.0,3
JVASP-66977,0.0,0.0,4
JVASP-68488,0.0,0.0,4
JVASP-62562,0.0,0.0,13
JVASP-67822,0.0,0.0,3
JVASP-68658,0.0,0.0,4
JVASP-63679,0.613,0.613,20
JVASP-18579,0.0,0.0,9
JVASP-73523,0.0,0.0,4
JVASP-15597,0.0,0.0,6
JVASP-63267,0.0,0.0,3
JVASP-67709,0.0,0.0,4
JVASP-68240,0.0,0.0,4
JVASP-68782,0.0,0.0,5
JVASP-68548,0.0,0.0,4
JVASP-3558,0.995,0.995,7
JVASP-67458,0.0,0.0,3
JVASP-67588,0.0,0.0,3
JVASP-67665,0.0,0.0,3
JVASP-66910,0.0,0.0,4
JVASP-73875,0.0,0.0,4
JVASP-68126,0.0,0.0,4
JVASP-67625,0.0,0.0,3
JVASP-72942,0.0,0.0,4
JVASP-63826,0.128,0.128,24
JVASP-68186,0.0,0.0,4
JVASP-67545,0.0,0.0,3
JVASP-67864,0.0,0.0,3
JVASP-68423,0.0,0.0,3
JVASP-89942,0.0,0.0,9
JVASP-66738,0.0,0.0,3
JVASP-22709,0.84,0.84,20
JVASP-68603,0.0,0.0,3
JVASP-28375,2.57,2.57,6
JVASP-73983,0.0,0.0,4
JVASP-68372,0.0,0.0,4
JVASP-74060,0.0,0.0,4
JVASP-66050,0.0,0.0,6
JVASP-67061,0.0,0.0,4
JVASP-85416,1.11,1.11,12
JVASP-91823,0.0,0.0,8
JVASP-91548,5.13,5.13,8
JVASP-63355,0.0,0.0,6
JVASP-67371,0.0,0.0,3
JVASP-90569,0.0,0.0,8
JVASP-67745,0.0,0.0,3
JVASP-90096,0.0,0.0,9
JVASP-90888,0.0,0.0,8
JVASP-88449,0.0,0.0,28
JVASP-75449,0.0,0.0,3
JVASP-68044,0.0,0.0,4
JVASP-68308,0.0,0.0,3
JVASP-15483,0.0,0.0,6
JVASP-67920,0.0,0.0,4
JVASP-67282,0.0,0.0,4
JVASP-67213,0.0,0.0,3
JVASP-73884,0.0,0.0,4
JVASP-91878,0.0,0.0,8
JVASP-5833,1.504,1.504,34
JVASP-89538,2.45,2.45,30
JVASP-68424,0.0,0.0,3
JVASP-68854,0.0,0.0,3
JVASP-85343,0.0,0.0,7
JVASP-87878,1.735,1.735,24
JVASP-92232,0.0,0.0,8
JVASP-73553,0.0,0.0,4
JVASP-18660,0.0,0.0,3
JVASP-68723,0.0,0.0,4
JVASP-90418,0.0,0.0,9
JVASP-85831,0.0,0.0,12
JVASP-14794,0.0,0.0,2
JVASP-72962,0.0,0.0,4
JVASP-85902,0.0,0.0,16
JVASP-86080,0.0,0.0,17
JVASP-91590,0.298,0.298,8
JVASP-67978,0.0,0.0,4
JVASP-1720,1.942,1.942,4
JVASP-42341,3.328,3.328,20
JVASP-62849,0.0,0.0,24
JVASP-88978,0.0,0.0,10
JVASP-67549,0.0,0.0,4
JVASP-68786,0.0,0.0,4
JVASP-66911,0.0,0.0,3
JVASP-66809,0.0,0.0,3
JVASP-48959,1.143,1.143,24
JVASP-68191,0.0,0.0,4
JVASP-62678,6.541,6.541,15
JVASP-43264,1.939,1.939,20
JVASP-90289,0.0,0.0,9
JVASP-63828,0.26,0.26,24
JVASP-87081,0.0,0.0,6
JVASP-88783,0.0,0.0,20
JVASP-85756,0.212,0.212,18
JVASP-68659,0.0,0.0,3
JVASP-63271,2.436,2.436,18
JVASP-67866,0.0,0.0,4
JVASP-86183,0.0,0.0,18
JVASP-75451,0.0,0.0,3
JVASP-91639,0.0,0.0,8
JVASP-90673,0.0,0.0,8
JVASP-90216,0.0,0.0,9
JVASP-85502,3.881,3.881,14
JVASP-91729,0.0,0.0,8
JVASP-86133,0.0,0.0,7
JVASP-73986,0.0,0.0,4
JVASP-67134,0.0,0.0,3
JVASP-68604,0.0,0.0,4
JVASP-74061,0.0,0.0,4
JVASP-67789,0.0,0.0,3
JVASP-67063,0.0,0.0,3
JVASP-90513,0.0,0.0,9
JVASP-67372,0.0,0.0,4
JVASP-90842,0.0,0.0,8
JVASP-91686,0.163,0.163,8
JVASP-66980,0.0,0.0,3
JVASP-48017,0.0,0.0,6
JVASP-86256,0.0,0.0,14
JVASP-63362,0.0,0.0,8
JVASP-88680,3.119,3.119,10
JVASP-86766,0.0,0.0,13
JVASP-68919,0.0,0.0,4
JVASP-68549,0.0,0.0,4
JVASP-86814,0.111,0.111,8
JVASP-13915,3.401,3.401,28
JVASP-67823,0.0,0.0,3
JVASP-68490,0.0,0.0,5
JVASP-74164,0.0,0.0,4
JVASP-67666,0.0,0.0,4
JVASP-90157,0.0,0.0,9
JVASP-63514,0.0,0.0,8
JVASP-68376,0.0,0.0,4
JVASP-48426,0.0,0.0,18
JVASP-68856,0.0,0.0,3
JVASP-68045,0.0,0.0,4
JVASP-63006,1.445,1.445,10
JVASP-67283,0.0,0.0,4
JVASP-72972,0.574,0.574,4
JVASP-21214,8.619,8.619,4
JVASP-75490,0.0,0.0,3
JVASP-86334,0.0,0.0,12
JVASP-68241,0.0,0.0,4
JVASP-43979,1.979,1.979,14
JVASP-67626,0.0,0.0,3
JVASP-75530,0.0,0.0,4
JVASP-67748,0.0,0.0,4
JVASP-66740,0.0,0.0,3
JVASP-22599,0.0,0.0,8
JVASP-73555,0.0,0.0,4
JVASP-86944,0.0,0.0,6
JVASP-85695,0.0,0.0,8
JVASP-92180,0.0,0.0,8
JVASP-86309,0.0,0.0,12
JVASP-63690,4.267,4.267,6
JVASP-68129,0.0,0.0,4
JVASP-68725,0.0,0.0,4
JVASP-67214,0.0,0.0,3
JVASP-87133,0.0,0.0,6
JVASP-88283,4.334,4.334,48
JVASP-86648,0.0,0.0,12
JVASP-87985,4.448,4.448,42
JVASP-90030,0.0,0.0,9
JVASP-85962,0.0,0.0,10
JVASP-18516,0.0,0.0,8
JVASP-73888,0.0,0.0,4
JVASP-67550,0.0,0.0,4
JVASP-67980,0.0,0.0,4
JVASP-68192,0.0,0.0,4
JVASP-90612,0.0,0.0,8
JVASP-67462,0.0,0.0,3
JVASP-66814,0.0,0.0,4
JVASP-67790,0.0,0.0,4
JVASP-62567,5.561,5.561,52
JVASP-86485,1.574,1.574,8
JVASP-73992,0.0,0.0,4
JVASP-75491,0.0,0.0,4
JVASP-67378,0.0,0.0,4
JVASP-68491,0.0,0.0,4
JVASP-75531,0.0,0.0,3
JVASP-28506,0.266,0.266,9
JVASP-49846,3.418,3.418,22
JVASP-92233,0.0,0.0,8
JVASP-14072,8.094,8.094,16
JVASP-68660,0.0,0.0,4
JVASP-89944,0.0,0.0,9
JVASP-68551,0.0,0.0,3
JVASP-15598,0.0,0.0,3
JVASP-66981,0.0,0.0,4
JVASP-91549,0.0,0.0,8
JVASP-67828,0.0,0.0,6
JVASP-89179,0.344,0.344,32
JVASP-67064,0.0,0.0,4
JVASP-73569,0.0,0.0,4
JVASP-67710,0.0,0.0,4
JVASP-18580,0.0,0.0,4
JVASP-3561,2.867,2.867,5
JVASP-89614,2.536,2.536,20
JVASP-63273,0.0,0.0,18
JVASP-87013,0.0,0.0,10
JVASP-90419,0.0,0.0,8
JVASP-85344,0.0,0.0,5
JVASP-15815,0.0,0.0,3
JVASP-90798,0.814,0.814,8
JVASP-66912,0.0,0.0,3
JVASP-86884,0.329,0.329,8
JVASP-72973,0.0,0.0,4
JVASP-85832,0.0,0.0,6
JVASP-67284,0.0,0.0,3
JVASP-68377,0.0,0.0,4
JVASP-68312,0.0,0.0,4
JVASP-68787,0.0,0.0,4
JVASP-67868,0.0,0.0,4
JVASP-67627,0.0,0.0,6
JVASP-73889,0.0,0.0,4
JVASP-67553,0.0,0.0,6
JVASP-67921,0.0,0.0,4
JVASP-68727,0.0,0.0,4
JVASP-91978,0.893,0.893,8
JVASP-42263,0.0,0.0,4
JVASP-43565,0.014,0.014,27
JVASP-88073,0.513,0.513,12
JVASP-90748,0.0,0.0,8
JVASP-63515,0.0,0.0,17
