jid,mbj_bandgap,target,num_atoms
JVASP-105232,0.0,0.0,4
JVASP-14094,0.0,0.0,6
JVASP-2592,3.203,3.203,8
JVASP-107018,0.173,0.173,8
JVASP-104697,0.0,0.0,7
JVASP-12941,1.17,1.17,16
JVASP-19898,0.0,0.0,6
JVASP-5683,2.297,2.297,18
JVASP-16166,0.0,0.0,7
JVASP-105365,0.0,0.0,6
JVASP-107638,2.833,2.833,9
JVASP-102583,0.0,0.0,4
JVASP-107349,0.502,0.502,6
JVASP-107462,0.0,0.0,4
JVASP-1171,4.971,4.971,3
JVASP-107142,2.48,2.48,10
JVASP-16010,0.0,0.0,3
JVASP-106696,0.0,0.0,4
JVASP-107242,0.0,0.0,10
JVASP-102476,0.0,0.0,4
JVASP-103886,2.027,2.027,15
JVASP-15172,0.0,0.0,5
JVASP-1447,3.302,3.302,4
JVASP-104819,5.27,5.27,10
JVASP-13341,4.436,4.436,14
JVASP-104593,0.0,0.0,4
JVASP-106413,1.744,1.744,10
JVASP-2376,2.027,2.027,8
JVASP-2820,4.889,4.889,6
JVASP-104699,0.283,0.283,5
JVASP-106625,0.0,0.0,4
JVASP-106519,0.0,0.0,4
JVASP-107189,0.0,0.0,4
JVASP-106748,0.0,0.0,6
JVASP-104925,0.0,0.0,6
JVASP-104862,0.0,0.0,4
JVASP-15219,0.0,0.0,4
JVASP-14281,1.987,1.987,20
JVASP-18934,0.0,0.0,6
JVASP-1666,3.544,3.544,4
JVASP-102631,1.143,1.143,8
JVASP-107019,1.67,1.67,7
JVASP-4513,1.269,1.269,20
JVASP-102790,1.362,1.362,4
JVASP-16110,0.0,0.0,6
JVASP-103703,0.0,0.0,4
JVASP-105449,0.0,0.0,6
JVASP-28392,6.243,6.243,6
JVASP-106924,1.807,1.807,10
JVASP-4002,3.75,3.75,7
JVASP-19065,4.38,4.38,22
JVASP-107513,0.0,0.0,2
JVASP-2823,1.777,1.777,8
JVASP-14690,0.0,0.0,6
JVASP-22607,4.697,4.697,7
JVASP-22734,2.054,2.054,5
JVASP-2598,6.338,6.338,7
JVASP-102477,0.0,0.0,4
JVASP-104597,0.0,0.0,6
JVASP-106414,5.602,5.602,10
JVASP-107144,0.836,0.836,10
JVASP-18604,0.0,0.0,3
JVASP-14282,4.913,4.913,22
JVASP-107074,0.0,0.0,4
JVASP-15095,0.0,0.0,5
JVASP-13345,2.709,2.709,14
JVASP-19916,0.0,0.0,2
JVASP-104926,7.248,7.248,5
JVASP-18463,0.0,0.0,3
JVASP-107301,3.748,3.748,10
JVASP-104757,1.086,1.086,7
JVASP-106925,9.031,9.031,10
JVASP-2379,3.618,3.618,5
JVASP-14762,0.0,0.0,6
JVASP-104702,0.0,0.0,6
JVASP-27509,2.995,2.995,20
JVASP-2259,6.508,6.508,6
JVASP-107641,3.678,3.678,5
JVASP-60,1.001,1.001,6
JVASP-4005,4.704,4.704,5
JVASP-106483,0.0,0.0,4
JVASP-102676,4.869,4.869,7
JVASP-44480,0.0,0.0,8
JVASP-2100,2.593,2.593,6
JVASP-1669,3.469,3.469,4
JVASP-102632,0.0,0.0,5
JVASP-2382,2.831,2.831,7
JVASP-106568,0.0,0.0,4
JVASP-2262,2.548,2.548,8
JVASP-2826,4.781,4.781,6
JVASP-104823,5.563,5.563,10
JVASP-52225,2.311,2.311,18
JVASP-106973,0.0,0.0,4
JVASP-106627,0.0,0.0,4
JVASP-106800,8.641,8.641,9
JVASP-2703,1.395,1.395,8
JVASP-102586,0.0,0.0,4
JVASP-2385,1.756,1.756,6
JVASP-107577,0.0,0.0,6
JVASP-106749,0.0,0.0,2
JVASP-104927,0.0,0.0,5
JVASP-13348,3.794,3.794,14
JVASP-4516,8.19,8.19,12
JVASP-16078,0.0,0.0,1
JVASP-4149,0.765,0.765,7
JVASP-19899,0.0,0.0,6
JVASP-15587,0.0,0.0,5
JVASP-5686,0.792,0.792,16
JVASP-106484,0.0,0.0,4
JVASP-105454,8.286,8.286,6
JVASP-107691,0.0,0.0,8
JVASP-19851,0.0,0.0,2
JVASP-52281,5.14,5.14,8
JVASP-12942,3.382,3.382,12
JVASP-107414,2.538,2.538,10
JVASP-2601,1.286,1.286,5
JVASP-50883,7.149,7.149,16
JVASP-106860,3.496,3.496,8
JVASP-15473,0.0,0.0,5
JVASP-104705,1.157,1.157,4
JVASP-15420,0.0,0.0,5
JVASP-107078,5.938,5.938,10
JVASP-14286,0.0,0.0,6
JVASP-14737,0.0,0.0,6
JVASP-107516,0.0,0.0,3
JVASP-106801,0.0,0.0,6
JVASP-4008,2.894,2.894,7
JVASP-1672,3.658,3.658,4
JVASP-28418,0.305,0.305,6
JVASP-104825,0.241,0.241,6
JVASP-15071,1.427,1.427,2
JVASP-22531,1.732,1.732,10
JVASP-106521,0.0,0.0,4
JVASP-102792,0.039,0.039,8
JVASP-42216,0.0,0.0,22
JVASP-28393,2.28,2.28,2
JVASP-43161,0.0,0.0,5
JVASP-50835,2.095,2.095,12
JVASP-22690,2.471,2.471,9
JVASP-1450,2.206,2.206,4
JVASP-107250,2.52,2.52,3
JVASP-51118,0.0,0.0,4
JVASP-18806,0.0,0.0,9
JVASP-42894,0.0,0.0,4
JVASP-21243,3.762,3.762,20
JVASP-104559,0.0,0.0,4
JVASP-102587,0.0,0.0,4
JVASP-105102,6.051,6.051,6
JVASP-104652,0.0,0.0,5
JVASP-2829,5.264,5.264,8
JVASP-1251,3.496,3.496,2
JVASP-106861,0.321,0.321,8
JVASP-102480,0.0,0.0,4
JVASP-107148,1.132,1.132,8
JVASP-107695,0.0,0.0,4
JVASP-1489,2.713,2.713,4
JVASP-15808,0.534,0.534,5
JVASP-5296,2.48,2.48,6
JVASP-18948,0.0,0.0,4
JVASP-18981,3.092,3.092,28
JVASP-51236,0.0,0.0,3
JVASP-107251,0.0,0.0,4
JVASP-15588,0.0,0.0,5
JVASP-107644,0.0,0.0,4
JVASP-15072,0.0,0.0,2
JVASP-16111,0.0,0.0,6
JVASP-21244,3.423,3.423,22
JVASP-106570,0.0,0.0,4
JVASP-16138,0.0,0.0,4
JVASP-15293,0.0,0.0,5
JVASP-15725,0.0,0.0,6
JVASP-106486,0.0,0.0,4
JVASP-56747,0.0,0.0,5
JVASP-104976,0.0,0.0,2
JVASP-105371,0.0,0.0,6
JVASP-107464,0.0,0.0,6
JVASP-2050,2.277,2.277,3
JVASP-15333,0.0,0.0,5
JVASP-15630,0.0,0.0,6
JVASP-104868,0.0,0.0,4
JVASP-102634,2.593,2.593,10
JVASP-102481,0.0,0.0,4
JVASP-29311,2.54,2.54,28
JVASP-107023,0.0,0.0,4
JVASP-104600,0.0,0.0,4
JVASP-1567,5.992,5.992,4
JVASP-15096,0.0,0.0,6
JVASP-18678,0.0,0.0,3
JVASP-22572,8.658,8.658,12
JVASP-2607,1.301,1.301,8
JVASP-15631,0.0,0.0,5
JVASP-21245,2.391,2.391,20
JVASP-49166,4.992,4.992,24
JVASP-105311,0.0,0.0,5
JVASP-104928,0.0,0.0,4
JVASP-106802,0.0,0.0,6
JVASP-107696,0.0,0.0,4
JVASP-14738,0.0,0.0,4
JVASP-19901,0.0,0.0,2
JVASP-104761,4.406,4.406,4
JVASP-104654,0.0,0.0,3
JVASP-106755,0.0,0.0,6
JVASP-15294,0.0,0.0,5
JVASP-105103,0.0,0.0,2
JVASP-51165,0.0,0.0,3
JVASP-15773,0.0,0.0,6
JVASP-105372,0.0,0.0,4
JVASP-104828,2.506,2.506,9
JVASP-4152,4.797,4.797,6
JVASP-107083,0.0,0.0,6
JVASP-18643,0.0,0.0,4
JVASP-107466,0.0,0.0,4
JVASP-106930,0.0,0.0,10
JVASP-106867,0.168,0.168,6
JVASP-106487,0.0,0.0,4
JVASP-18761,0.0,0.0,5
JVASP-28457,1.18,1.18,9
JVASP-1573,5.043,5.043,4
JVASP-104870,0.0,0.0,4
JVASP-14692,0.0,0.0,8
JVASP-15523,0.0,0.0,8
JVASP-104929,0.0,0.0,6
JVASP-16012,0.0,0.0,8
JVASP-15632,0.0,0.0,5
JVASP-28395,0.0,0.0,11
JVASP-107522,0.0,0.0,6
JVASP-18855,0.0,0.0,4
JVASP-15123,0.0,0.0,5
JVASP-18808,0.0,0.0,6
JVASP-106628,0.0,0.0,8
JVASP-15475,0.0,0.0,5
JVASP-15589,0.0,0.0,5
JVASP-102635,0.0,0.0,5
JVASP-13418,3.446,3.446,20
JVASP-106932,0.0,0.0,4
JVASP-107697,0.0,0.0,4
JVASP-18883,0.0,0.0,3
JVASP-2610,2.087,2.087,8
JVASP-42218,0.0,0.0,18
JVASP-19902,0.0,0.0,4
JVASP-107194,0.0,0.0,6
JVASP-43164,0.0,0.0,8
JVASP-13419,2.294,2.294,20
JVASP-102482,0.0,0.0,4
JVASP-18679,0.0,0.0,4
JVASP-106525,0.0,0.0,4
JVASP-104658,2.5,2.5,3
JVASP-102537,0.0,0.0,4
JVASP-2502,7.125,7.125,8
JVASP-42497,2.024,2.024,16
JVASP-2077,2.326,2.326,4
JVASP-104604,0.0,0.0,4
JVASP-16036,0.0,0.0,6
JVASP-102686,2.101,2.101,5
JVASP-106629,0.0,0.0,4
JVASP-1576,5.351,5.351,4
JVASP-52227,2.713,2.713,15
JVASP-3042,1.899,1.899,9
JVASP-12943,1.988,1.988,15
JVASP-50062,3.45,3.45,18
JVASP-13067,1.867,1.867,10
JVASP-107154,4.327,4.327,3
JVASP-105546,3.915,3.915,4
JVASP-107698,0.0,0.0,4
JVASP-107084,0.0,0.0,6
JVASP-102483,0.0,0.0,4
JVASP-104931,0.744,0.744,5
JVASP-105316,0.0,0.0,5
JVASP-107648,0.0,0.0,4
JVASP-4020,3.594,3.594,6
JVASP-15590,0.0,0.0,5
JVASP-2388,1.106,1.106,8
JVASP-104983,0.795,0.795,7
JVASP-107025,0.0,0.0,4
JVASP-15524,0.0,0.0,4
JVASP-104764,4.3,4.3,8
JVASP-104660,0.0,0.0,6
JVASP-106633,0.0,0.0,10
JVASP-2505,6.286,6.286,5
JVASP-2080,1.03,1.03,3
JVASP-47645,0.0,0.0,26
JVASP-14693,0.0,0.0,4
JVASP-13350,2.947,2.947,11
JVASP-106756,0.0,0.0,10
JVASP-59682,0.0,0.0,11
JVASP-104932,1.437,1.437,4
JVASP-105161,0.0,0.0,4
JVASP-13421,2.353,2.353,22
JVASP-106805,0.0,0.0,8
JVASP-15634,0.0,0.0,4
JVASP-4313,2.624,2.624,16
JVASP-13283,0.975,0.975,14
JVASP-18680,0.0,0.0,4
JVASP-107699,0.0,0.0,4
JVASP-15422,0.0,0.0,5
JVASP-105254,0.0,0.0,4
JVASP-2613,1.96,1.96,8
JVASP-107469,0.0,0.0,4
JVASP-104874,0.0,0.0,4
JVASP-15249,0.0,0.0,5
JVASP-2709,1.915,1.915,9
JVASP-29314,3.773,3.773,11
JVASP-51238,0.0,0.0,3
JVASP-102739,0.265,0.265,10
JVASP-18722,0.0,0.0,2
JVASP-106938,0.0,0.0,4
JVASP-49907,6.418,6.418,16
JVASP-106441,2.17,2.17,10
JVASP-2265,1.646,1.646,8
JVASP-18532,0.0,0.0,5
JVASP-107157,0.0,0.0,4
JVASP-19854,0.0,0.0,2
JVASP-104497,1.137,1.137,3
JVASP-106634,0.0,0.0,10
JVASP-1681,1.478,1.478,4
JVASP-107197,0.0,0.0,6
JVASP-45602,3.534,3.534,28
JVASP-3045,2.109,2.109,8
JVASP-105164,0.0,0.0,4
JVASP-1228,2.385,2.385,6
JVASP-107470,0.0,0.0,4
JVASP-105255,0.0,0.0,4
JVASP-104607,0.0,0.0,4
JVASP-1516,5.47,5.47,4
JVASP-2083,1.064,1.064,3
JVASP-22691,3.613,3.613,7
JVASP-4023,3.087,3.087,6
JVASP-107525,0.0,0.0,2
JVASP-104766,3.571,3.571,4
JVASP-106488,0.0,0.0,4
JVASP-104933,0.0,0.0,2
JVASP-15176,0.0,0.0,5
JVASP-19841,0.0,0.0,6
JVASP-5701,0.836,0.836,4
JVASP-104665,2.383,2.383,4
JVASP-106579,0.0,0.0,4
JVASP-15250,0.0,0.0,4
JVASP-107471,0.0,0.0,2
JVASP-104498,1.225,1.225,3
JVASP-15526,0.0,0.0,4
JVASP-107258,0.0,0.0,9
JVASP-106758,0.0,0.0,6
JVASP-107701,0.0,0.0,4
JVASP-107528,1.255,1.255,5
JVASP-15693,0.0,0.0,6
JVASP-16921,0.0,0.0,2
JVASP-15809,0.0,0.0,7
JVASP-43167,0.0,0.0,14
JVASP-2616,4.591,4.591,8
JVASP-107652,0.0,0.0,4
JVASP-105549,0.0,0.0,8
JVASP-104608,0.852,0.852,4
JVASP-2961,2.325,2.325,6
JVASP-107361,0.0,0.0,6
JVASP-13351,2.748,2.748,14
JVASP-15129,0.0,0.0,6
JVASP-102637,0.0,0.0,6
JVASP-1519,1.037,1.037,4
JVASP-107198,0.0,0.0,4
JVASP-57242,0.0,0.0,9
JVASP-4026,1.842,1.842,6
JVASP-107307,0.0,0.0,6
JVASP-18723,0.0,0.0,4
JVASP-101929,5.988,5.988,20
JVASP-18536,0.0,0.0,8
JVASP-12022,1.733,1.733,14
JVASP-15980,0.0,0.0,5
JVASP-18983,2.653,2.653,24
JVASP-55509,4.868,4.868,20
JVASP-15423,0.0,0.0,4
JVASP-284,3.168,3.168,6
JVASP-16038,0.0,0.0,5
JVASP-275,1.833,1.833,3
JVASP-18958,0.0,0.0,2
JVASP-2211,3.22,3.22,7
JVASP-106580,0.0,0.0,4
JVASP-12913,1.34,1.34,18
JVASP-106529,0.0,0.0,4
JVASP-14695,0.0,0.0,3
JVASP-106759,0.0,0.0,6
JVASP-18645,0.0,0.0,4
JVASP-50214,3.208,3.208,5
JVASP-107159,0.0,0.0,4
JVASP-106637,1.424,1.424,10
JVASP-2835,2.365,2.365,5
JVASP-1684,0.726,0.726,3
JVASP-3048,1.884,1.884,7
JVASP-105387,0.0,0.0,4
JVASP-106810,0.0,0.0,5
JVASP-1256,5.733,5.733,3
JVASP-1426,0.238,0.238,3
JVASP-106530,0.0,0.0,4
JVASP-13069,3.955,3.955,14
JVASP-54719,1.242,1.242,9
JVASP-51277,0.0,0.0,4
JVASP-15694,0.0,0.0,4
JVASP-14696,0.0,0.0,1
JVASP-3051,6.661,6.661,8
JVASP-107259,0.0,0.0,8
JVASP-18767,0.0,0.0,4
JVASP-4759,0.0,0.0,10
JVASP-42513,0.0,0.0,28
JVASP-105483,0.0,0.0,4
JVASP-4690,4.463,4.463,11
JVASP-106713,0.0,0.0,8
JVASP-102798,0.0,0.0,6
JVASP-51206,0.0,0.0,4
JVASP-107362,0.0,0.0,4
JVASP-2268,0.626,0.626,6
JVASP-55518,3.086,3.086,20
JVASP-104767,0.0,0.0,4
JVASP-1435,0.483,0.483,3
JVASP-2130,2.625,2.625,6
JVASP-106760,0.0,0.0,6
JVASP-51023,7.322,7.322,16
JVASP-19917,0.0,0.0,8
JVASP-54767,3.538,3.538,18
JVASP-1522,1.378,1.378,4
JVASP-106583,0.0,0.0,4
JVASP-106811,0.0,0.0,4
JVASP-107427,0.0,0.0,8
JVASP-1606,2.728,2.728,4
JVASP-18607,0.0,0.0,3
JVASP-106714,0.634,0.634,6
JVASP-55190,0.0,0.0,14
JVASP-3054,2.53,2.53,6
JVASP-107201,0.0,0.0,4
JVASP-104882,2.064,2.064,10
JVASP-106641,0.0,0.0,9
JVASP-107654,0.0,0.0,4
JVASP-19815,0.0,0.0,6
JVASP-107476,0.0,0.0,8
JVASP-52228,6.866,6.866,10
JVASP-107428,9.166,9.166,6
JVASP-107261,0.0,0.0,5
JVASP-2121,0.626,0.626,6
JVASP-104989,0.302,0.302,10
JVASP-55641,5.698,5.698,20
JVASP-22608,0.0,0.0,8
JVASP-104937,0.0,0.0,6
JVASP-107533,1.022,1.022,8
JVASP-13354,2.707,2.707,14
JVASP-16169,0.0,0.0,5
JVASP-18859,0.0,0.0,4
JVASP-2394,2.915,2.915,5
JVASP-15729,0.0,0.0,5
JVASP-106715,0.0,0.0,6
JVASP-107363,0.0,0.0,2
JVASP-107262,0.0,0.0,2
JVASP-107033,0.0,0.0,4
JVASP-106762,0.0,0.0,6
JVASP-107705,0.0,0.0,4
JVASP-43907,0.0,0.0,13
JVASP-2838,1.503,1.503,5
JVASP-104769,0.0,0.0,4
JVASP-51315,0.0,0.0,4
JVASP-14698,0.0,0.0,6
JVASP-22609,0.0,0.0,12
JVASP-3057,2.322,2.322,6
JVASP-54720,4.119,4.119,16
JVASP-1525,3.202,3.202,4
JVASP-106946,0.0,0.0,4
JVASP-2967,6.423,6.423,6
JVASP-13071,3.804,3.804,16
JVASP-18683,0.0,0.0,4
JVASP-52282,1.153,1.153,8
JVASP-59071,3.987,3.987,28
JVASP-106586,0.0,0.0,4
JVASP-107263,0.0,0.0,5
JVASP-106494,0.0,0.0,4
JVASP-104770,0.0,0.0,6
JVASP-105326,0.0,0.0,7
JVASP-106645,8.213,8.213,9
JVASP-107036,0.0,0.0,3
JVASP-13074,1.732,1.732,12
JVASP-59570,0.0,0.0,13
JVASP-19919,0.0,0.0,3
JVASP-106816,0.0,0.0,6
JVASP-22693,0.0,0.0,4
JVASP-1492,0.544,0.544,3
JVASP-22532,5.51,5.51,12
JVASP-2724,2.509,2.509,8
JVASP-15298,0.0,0.0,5
JVASP-22522,9.23,9.23,2
JVASP-107264,0.0,0.0,5
JVASP-15252,0.0,0.0,5
JVASP-2841,1.464,1.464,5
JVASP-18860,0.0,0.0,4
JVASP-59073,4.913,4.913,26
JVASP-54768,2.006,2.006,15
JVASP-107481,0.0,0.0,4
JVASP-51207,0.0,0.0,4
JVASP-52912,1.928,1.928,28
JVASP-28396,0.0,0.0,8
JVASP-43169,0.0,0.0,8
JVASP-104940,0.878,0.878,10
JVASP-18984,5.904,5.904,24
JVASP-13081,3.586,3.586,14
JVASP-107164,0.0,0.0,4
JVASP-3060,2.716,2.716,7
JVASP-58877,3.497,3.497,26
JVASP-13355,1.499,1.499,14
JVASP-155,0.138,0.138,12
JVASP-50971,2.851,2.851,20
JVASP-106763,0.0,0.0,5
JVASP-57967,0.0,0.0,10
JVASP-107265,0.878,0.878,4
JVASP-52232,0.0,0.0,11
JVASP-51280,0.0,0.0,3
JVASP-2979,1.208,1.208,8
JVASP-59074,3.274,3.274,22
JVASP-107095,0.683,0.683,3
JVASP-104942,1.05,1.05,4
JVASP-54721,4.99,4.99,16
JVASP-105186,0.0,0.0,4
JVASP-107482,5.564,5.564,5
JVASP-58879,2.214,2.214,22
JVASP-14160,2.135,2.135,20
JVASP-2982,2.029,2.029,8
JVASP-2397,2.491,2.491,8
JVASP-102356,3.289,3.289,10
JVASP-16040,0.0,0.0,6
JVASP-13868,11.014,11.014,27
JVASP-2217,1.413,1.413,7
JVASP-51242,0.0,0.0,4
JVASP-107267,1.684,1.684,4
JVASP-13356,4.109,4.109,11
JVASP-2727,1.868,1.868,8
JVASP-107708,0.0,0.0,10
JVASP-51170,0.0,0.0,3
JVASP-107657,0.0,0.0,4
JVASP-19086,7.007,7.007,24
JVASP-1219,0.0,0.0,4
JVASP-105391,0.0,0.0,6
JVASP-15339,0.0,0.0,5
JVASP-19921,0.0,0.0,3
JVASP-107167,0.0,0.0,4
JVASP-106537,0.0,0.0,4
JVASP-3063,3.117,3.117,6
JVASP-52849,6.017,6.017,28
JVASP-106820,0.0,0.0,9
JVASP-13357,4.167,4.167,14
JVASP-1582,4.417,4.417,3
JVASP-51243,0.0,0.0,4
JVASP-1231,2.651,2.651,5
JVASP-104888,1.723,1.723,10
JVASP-50972,5.686,5.686,10
JVASP-12047,0.0,0.0,6
JVASP-107594,0.0,0.0,5
JVASP-2220,4.464,4.464,5
JVASP-15253,0.0,0.0,5
JVASP-49908,4.367,4.367,12
JVASP-7674,0.828,0.828,5
JVASP-58881,3.481,3.481,20
JVASP-107658,0.0,0.0,4
JVASP-2991,1.807,1.807,5
JVASP-51124,0.0,0.0,3
JVASP-107368,0.275,0.275,8
JVASP-107437,0.0,0.0,4
JVASP-21200,0.0,0.0,1
JVASP-2619,1.363,1.363,7
JVASP-1531,3.4,3.4,4
JVASP-50386,1.034,1.034,14
JVASP-106647,0.0,0.0,6
JVASP-2844,1.323,1.323,5
JVASP-55005,0.0,0.0,18
JVASP-107483,0.0,0.0,4
JVASP-107098,1.478,1.478,10
JVASP-107660,1.134,1.134,4
JVASP-58885,5.143,5.143,20
JVASP-16927,0.0,0.0,3
JVASP-50229,1.438,1.438,6
JVASP-7756,1.64,1.64,5
JVASP-13084,3.491,3.491,12
JVASP-13942,0.965,0.965,11
JVASP-2400,6.11,6.11,9
JVASP-49763,4.168,4.168,10
JVASP-52283,6.855,6.855,10
JVASP-51208,0.0,0.0,3
JVASP-107099,0.687,0.687,10
JVASP-7675,5.528,5.528,5
JVASP-2730,5.377,5.377,8
JVASP-54769,6.719,6.719,5
JVASP-2628,0.844,0.844,5
JVASP-22523,9.685,9.685,12
JVASP-29315,1.746,1.746,14
JVASP-4038,0.855,0.855,6
JVASP-107041,0.0,0.0,8
JVASP-51281,0.0,0.0,3
JVASP-13358,1.062,1.062,14
JVASP-5707,0.0,0.0,8
JVASP-2850,2.059,2.059,8
JVASP-1453,2.062,2.062,4
JVASP-104995,0.0,0.0,4
JVASP-12986,1.027,1.027,14
JVASP-4041,1.468,1.468,9
JVASP-59593,0.0,0.0,14
JVASP-7676,0.204,0.204,2
JVASP-107662,0.0,0.0,4
JVASP-5083,0.0,0.0,4
JVASP-58988,2.728,2.728,24
JVASP-19855,0.0,0.0,2
JVASP-107208,0.0,0.0,4
JVASP-13003,2.407,2.407,12
JVASP-2409,3.191,3.191,5
JVASP-28459,1.002,1.002,9
JVASP-50613,4.119,4.119,6
JVASP-15384,0.0,0.0,5
JVASP-107044,0.0,0.0,4
JVASP-58165,0.0,0.0,20
JVASP-1257,1.717,1.717,4
JVASP-22694,0.0,0.0,4
JVASP-50387,1.368,1.368,22
JVASP-14305,0.0,0.0,10
JVASP-7757,1.757,1.757,4
JVASP-58992,3.785,3.785,20
JVASP-51244,0.0,0.0,3
JVASP-107439,0.0,0.0,4
JVASP-105396,4.192,4.192,8
JVASP-2631,2.396,2.396,5
JVASP-22573,3.042,3.042,12
JVASP-18608,0.0,0.0,8
JVASP-107101,3.679,3.679,10
JVASP-107272,0.0,0.0,5
JVASP-3066,0.567,0.567,6
JVASP-106649,0.0,0.0,6
JVASP-106595,0.0,0.0,4
JVASP-2853,3.679,3.679,6
JVASP-7632,0.089,0.089,8
JVASP-13086,5.65,5.65,14
JVASP-22735,2.44,2.44,3
JVASP-48590,0.0,0.0,8
JVASP-107213,0.0,0.0,4
JVASP-107321,0.0,0.0,4
JVASP-22575,8.534,8.534,12
JVASP-16042,3.114,3.114,4
JVASP-28422,0.923,0.923,6
JVASP-22695,0.0,0.0,4
JVASP-13087,5.801,5.801,14
JVASP-15255,0.005,0.005,3
JVASP-1267,2.148,2.148,2
JVASP-107544,0.622,0.622,4
JVASP-16173,0.311,0.311,5
JVASP-2274,1.197,1.197,8
JVASP-18575,0.0,0.0,9
JVASP-2517,1.622,1.622,8
JVASP-51125,0.377,0.377,3
JVASP-58898,3.845,3.845,20
JVASP-15385,0.0,0.0,6
JVASP-15341,0.0,0.0,5
JVASP-7633,3.209,3.209,3
JVASP-2634,2.378,2.378,5
JVASP-7678,3.365,3.365,2
JVASP-13092,3.868,3.868,18
JVASP-107373,2.631,2.631,8
JVASP-254,1.298,1.298,2
JVASP-51171,0.0,0.0,3
JVASP-14306,0.0,0.0,6
JVASP-58136,0.0,0.0,14
JVASP-107106,3.737,3.737,10
JVASP-58994,2.97,2.97,24
JVASP-7717,0.0,0.0,2
JVASP-58900,3.84,3.84,24
JVASP-51320,0.0,0.0,4
JVASP-22533,2.371,2.371,16
JVASP-107546,3.768,3.768,10
JVASP-50884,4.393,4.393,10
JVASP-29114,0.096,0.096,12
JVASP-7758,2.91,2.91,8
JVASP-1498,4.103,4.103,4
JVASP-107598,1.586,1.586,10
JVASP-13916,6.462,6.462,8
JVASP-107047,3.583,3.583,6
JVASP-3081,2.291,2.291,8
JVASP-105340,0.0,0.0,5
JVASP-13848,3.628,3.628,4
JVASP-107667,0.0,0.0,4
JVASP-106597,0.0,0.0,4
JVASP-5299,2.501,2.501,24
JVASP-18542,0.0,0.0,5
JVASP-19087,4.198,4.198,24
JVASP-7634,2.055,2.055,6
JVASP-2277,2.723,2.723,7
JVASP-58902,4.404,4.404,26
JVASP-19856,0.0,0.0,6
JVASP-18863,0.579,0.579,3
JVASP-1585,2.153,2.153,4
JVASP-51245,0.0,0.0,4
JVASP-18771,0.0,0.0,8
JVASP-7842,0.0,0.0,3
JVASP-22736,2.6,2.6,3
JVASP-52861,4.612,4.612,16
JVASP-49358,1.902,1.902,28
JVASP-106770,0.0,0.0,4
JVASP-13004,1.71,1.71,12
JVASP-12089,3.859,3.859,20
JVASP-15126,0.0,0.0,5
JVASP-105405,0.0,0.0,10
JVASP-5710,3.094,3.094,3
JVASP-15256,0.0,0.0,4
JVASP-2520,1.142,1.142,5
JVASP-22629,0.0,0.0,6
JVASP-15732,0.0,0.0,8
JVASP-3084,2.841,2.841,8
JVASP-13359,4.401,4.401,11
JVASP-50067,6.11,6.11,20
JVASP-3075,0.998,0.998,6
JVASP-47455,1.78,1.78,6
JVASP-107375,0.993,0.993,5
JVASP-7759,4.29,4.29,5
JVASP-13005,1.869,1.869,12
JVASP-7802,2.118,2.118,6
JVASP-107548,0.0,0.0,3
JVASP-18543,0.0,0.0,5
JVASP-7886,0.0,0.0,5
JVASP-19089,1.495,1.495,20
JVASP-18688,0.0,0.0,4
JVASP-7843,0.511,0.511,2
JVASP-18864,0.916,0.916,3
JVASP-107048,0.0,0.0,6
JVASP-7635,2.154,2.154,6
JVASP-7949,0.0,0.0,8
JVASP-15387,0.0,0.0,5
JVASP-107549,2.537,2.537,4
JVASP-1687,1.928,1.928,3
JVASP-107218,0.0,0.0,4
JVASP-50389,5.119,5.119,12
JVASP-50615,4.619,4.619,9
JVASP-18609,0.0,0.0,5
JVASP-107491,2.739,2.739,10
JVASP-50837,0.257,0.257,14
JVASP-13093,6.336,6.336,13
JVASP-1261,2.373,2.373,4
JVASP-50068,3.989,3.989,10
JVASP-8463,0.0,0.0,2
JVASP-106599,0.0,0.0,4
JVASP-4231,0.0,0.0,8
JVASP-28423,0.0,0.0,6
JVASP-7844,4.801,4.801,2
JVASP-49368,2.066,2.066,24
JVASP-7679,0.0,0.0,6
JVASP-106772,1.193,1.193,6
JVASP-7760,2.169,2.169,5
JVASP-1588,1.957,1.957,4
JVASP-2856,1.819,1.819,7
JVASP-107219,0.02,0.02,4
JVASP-22610,0.0,0.0,8
JVASP-7991,2.556,2.556,2
JVASP-107606,2.548,2.548,10
JVASP-13286,2.017,2.017,11
JVASP-15430,0.0,0.0,5
JVASP-8464,4.625,4.625,5
JVASP-13782,0.0,0.0,4
JVASP-7845,3.094,3.094,3
JVASP-18865,0.0,0.0,3
JVASP-7761,5.064,5.064,2
JVASP-49375,2.109,2.109,24
JVASP-7719,6.431,6.431,4
JVASP-22630,3.456,3.456,3
JVASP-107551,0.0,0.0,2
JVASP-50619,0.0,0.0,14
JVASP-50838,0.0,0.0,7
JVASP-1690,3.102,3.102,4
JVASP-107492,0.0,0.0,7
JVASP-3078,3.371,3.371,8
JVASP-7762,3.494,3.494,2
JVASP-1591,3.43,3.43,3
JVASP-29461,6.037,6.037,16
JVASP-107608,3.644,3.644,10
JVASP-107720,0.0,0.0,10
JVASP-49764,1.178,1.178,4
JVASP-8576,2.038,2.038,9
JVASP-1270,4.997,4.997,3
JVASP-15112,0.0,0.0,5
JVASP-107220,0.0,0.0,5
JVASP-107050,0.0,0.0,4
