jid,bulk_modulus_kv,target,num_atoms
JVASP-103257,0.0,0.0,8
JVASP-18428,49.61,49.61,3
JVASP-18670,141.4,141.4,9
JVASP-103148,95.01,95.01,10
JVASP-2199,73.73,73.73,8
JVASP-102445,135.6,135.6,4
JVASP-50964,17.81,17.81,9
JVASP-16210,86.64,86.64,6
JVASP-101122,130.29,130.29,7
JVASP-99652,90.61,90.61,5
JVASP-43871,143.18,143.18,9
JVASP-3240,36.56,36.56,8
JVASP-110,139.67,139.67,5
JVASP-101433,88.52,88.52,3
JVASP-102131,222.8,222.8,4
JVASP-103265,29.93,29.93,4
JVASP-2778,54.21,54.21,7
JVASP-49807,0.11,0.11,7
JVASP-15664,126.41,126.41,5
JVASP-100399,43.28,43.28,4
JVASP-102066,33.83,33.83,10
JVASP-50378,21.4,21.4,18
JVASP-106257,37.05,37.05,4
JVASP-103723,45.51,45.51,3
JVASP-101382,24.03,24.03,10
JVASP-102446,184.91,184.91,4
JVASP-14093,47.6,47.6,4
JVASP-102804,42.37,42.37,7
JVASP-100631,163.37,163.37,7
JVASP-2688,85.96,85.96,8
JVASP-102067,99.93,99.93,5
JVASP-20110,219.6,219.6,4
JVASP-4498,39.88,39.88,10
JVASP-18452,51.29,51.29,7
JVASP-19848,193.0,193.0,8
JVASP-22719,73.27,73.27,5
JVASP-103078,62.98,62.98,4
JVASP-15621,148.52,148.52,5
JVASP-103348,111.61,111.61,9
JVASP-101075,92.07,92.07,2
JVASP-19836,177.92,177.92,3
JVASP-1429,32.71,32.71,4
JVASP-14351,14.29,14.29,18
JVASP-103668,180.61,180.61,6
JVASP-18597,99.83,99.83,4
JVASP-14987,81.6,81.6,2
JVASP-15060,224.37,224.37,2
JVASP-16234,167.57,167.57,8
JVASP-22686,26.23,26.23,9
JVASP-103451,26.91,26.91,4
JVASP-2781,51.01,51.01,7
JVASP-101383,17.97,17.97,10
JVASP-100585,33.2,33.2,10
JVASP-49752,89.66,89.66,4
JVASP-102928,72.43,72.43,4
JVASP-14602,70.63,70.63,1
JVASP-103268,0.0,0.0,8
JVASP-28767,54.22,54.22,12
JVASP-100633,41.2,41.2,8
JVASP-102134,85.87,85.87,4
JVASP-21540,21.99,21.99,48
JVASP-100457,30.0,30.0,8
JVASP-2922,22.43,22.43,5
JVASP-103349,20.47,20.47,10
JVASP-103079,63.64,63.64,4
JVASP-19821,155.42,155.42,3
JVASP-1366,33.43,33.43,4
JVASP-101564,131.0,131.0,4
JVASP-106264,117.9,117.9,4
JVASP-100855,72.4,72.4,2
JVASP-100969,133.53,133.53,4
JVASP-104145,24.71,24.71,15
JVASP-19935,87.6,87.6,2
JVASP-102805,292.91,292.91,6
JVASP-5200,20.3,20.3,12
JVASP-103460,0.3,0.3,4
JVASP-15326,46.5,46.5,5
JVASP-20084,326.9,326.9,6
JVASP-102243,19.31,19.31,8
JVASP-103670,70.46,70.46,4
JVASP-44736,122.64,122.64,8
JVASP-102649,54.38,54.38,4
JVASP-12113,46.31,46.31,6
JVASP-15028,158.27,158.27,6
JVASP-16067,101.3,101.3,5
JVASP-15798,48.42,48.42,3
JVASP-28387,44.02,44.02,6
JVASP-14603,52.87,52.87,2
JVASP-18453,55.1,55.1,9
JVASP-102186,60.17,60.17,3
JVASP-103461,33.18,33.18,4
JVASP-51154,144.9,144.9,3
JVASP-102082,58.13,58.13,10
JVASP-101565,210.06,210.06,4
JVASP-103351,131.4,131.4,10
JVASP-100634,225.43,225.43,8
JVASP-3006,60.24,60.24,5
JVASP-101623,61.33,61.33,4
JVASP-15163,73.8,73.8,5
JVASP-14604,9.87,9.87,1
JVASP-2928,25.1,25.1,6
JVASP-15061,78.6,78.6,2
JVASP-28838,5.87,5.87,12
JVASP-100590,38.6,38.6,10
JVASP-14679,244.67,244.67,4
JVASP-104667,111.26,111.26,4
JVASP-101187,50.78,50.78,4
JVASP-15029,129.93,129.93,5
JVASP-103159,49.77,49.77,10
JVASP-102751,127.17,127.17,4
JVASP-104564,126.4,126.4,4
JVASP-15236,26.63,26.63,6
JVASP-102187,75.0,75.0,6
JVASP-20085,172.29,172.29,4
JVASP-3465,25.6,25.6,6
JVASP-15050,117.59,117.59,4
JVASP-18903,85.97,85.97,8
JVASP-14899,155.02,155.02,5
JVASP-101389,26.07,26.07,4
JVASP-102083,51.53,51.53,10
JVASP-50480,164.73,164.73,12
JVASP-101566,88.77,88.77,4
JVASP-103352,169.54,169.54,6
JVASP-14605,35.61,35.61,4
JVASP-101850,57.64,57.64,14
JVASP-15211,238.77,238.77,4
JVASP-18630,0.52,0.52,6
JVASP-50827,20.64,20.64,12
JVASP-101802,49.21,49.21,13
JVASP-102247,103.69,103.69,3
JVASP-101080,49.74,49.74,7
JVASP-15506,155.42,155.42,6
JVASP-102933,227.27,227.27,4
JVASP-3009,60.4,60.4,5
JVASP-106276,42.57,42.57,4
JVASP-15666,147.06,147.06,5
JVASP-100591,281.39,281.39,2
JVASP-14680,278.13,278.13,3
JVASP-15576,192.33,192.33,5
JVASP-15407,90.1,90.1,4
JVASP-100637,187.33,187.33,4
JVASP-103083,69.27,69.27,10
JVASP-102756,53.2,53.2,4
JVASP-18598,54.77,54.77,3
JVASP-15365,71.58,71.58,5
JVASP-14722,257.7,257.7,8
JVASP-101726,69.32,69.32,4
JVASP-103015,66.6,66.6,10
JVASP-15062,109.82,109.82,6
JVASP-15287,71.79,71.79,6
JVASP-101023,42.8,42.8,4
JVASP-18850,71.0,71.0,6
JVASP-103355,57.04,57.04,4
JVASP-28839,5.45,5.45,12
JVASP-2931,20.72,20.72,7
JVASP-2340,111.8,111.8,6
JVASP-102451,51.17,51.17,4
JVASP-102248,38.83,38.83,8
JVASP-103278,221.67,221.67,4
JVASP-15799,25.27,25.27,4
JVASP-18480,82.51,82.51,6
JVASP-12126,50.46,50.46,16
JVASP-101391,55.63,55.63,4
JVASP-103084,45.79,45.79,2
JVASP-103016,30.73,30.73,4
JVASP-18455,43.8,43.8,4
JVASP-14606,100.27,100.27,1
JVASP-15624,147.19,147.19,5
JVASP-2062,40.17,40.17,4
JVASP-104997,138.0,138.0,8
JVASP-15093,135.81,135.81,5
JVASP-12179,94.44,94.44,6
JVASP-14988,142.57,142.57,6
JVASP-3012,53.34,53.34,6
JVASP-103358,40.01,40.01,10
JVASP-18928,117.77,117.77,4
JVASP-18481,76.37,76.37,6
JVASP-15408,124.3,124.3,6
JVASP-42464,233.54,233.54,3
JVASP-16235,295.03,295.03,5
JVASP-104835,133.04,133.04,4
JVASP-106280,156.17,156.17,5
JVASP-104946,70.37,70.37,4
JVASP-18672,116.9,116.9,6
JVASP-104670,50.31,50.31,7
JVASP-19849,195.13,195.13,6
JVASP-3981,18.21,18.21,7
JVASP-103021,115.72,115.72,5
JVASP-103168,43.47,43.47,10
JVASP-1648,31.84,31.84,4
JVASP-48538,72.34,72.34,9
JVASP-102189,138.8,138.8,6
JVASP-105191,30.27,30.27,4
JVASP-14952,58.53,58.53,6
JVASP-18456,46.32,46.32,4
JVASP-2238,23.41,23.41,6
JVASP-102938,135.93,135.93,4
JVASP-16068,132.63,132.63,5
JVASP-103360,124.92,124.92,3
JVASP-18955,137.79,137.79,8
JVASP-103280,57.92,57.92,4
JVASP-102653,47.31,47.31,6
JVASP-28571,54.5,54.5,9
JVASP-14723,100.17,100.17,2
JVASP-15579,132.69,132.69,5
JVASP-14607,251.6,251.6,1
JVASP-15030,285.74,285.74,6
JVASP-101626,17.51,17.51,4
JVASP-102251,38.58,38.58,5
JVASP-15625,51.37,51.37,7
JVASP-2448,54.48,54.48,8
JVASP-14989,318.38,318.38,2
JVASP-15242,176.1,176.1,5
JVASP-2691,80.59,80.59,8
JVASP-15800,41.14,41.14,6
JVASP-18503,133.66,133.66,7
JVASP-12940,51.93,51.93,18
JVASP-105192,43.7,43.7,4
JVASP-14681,56.4,56.4,4
JVASP-103174,31.6,31.6,10
JVASP-101027,57.13,57.13,4
JVASP-14608,7.73,7.73,1
JVASP-3243,53.39,53.39,7
JVASP-103628,41.67,41.67,4
JVASP-5293,160.08,160.08,4
JVASP-22720,35.8,35.8,4
JVASP-19850,45.9,45.9,2
JVASP-19,82.41,82.41,4
JVASP-15466,106.69,106.69,6
JVASP-18525,11.57,11.57,9
JVASP-2937,23.53,23.53,8
JVASP-14724,253.9,253.9,2
JVASP-103091,1.38,1.38,4
JVASP-15762,45.8,45.8,1
JVASP-103370,122.92,122.92,5
JVASP-15063,125.1,125.1,4
JVASP-16001,35.28,35.28,9
JVASP-101737,91.33,91.33,2
JVASP-103192,14.5,14.5,10
JVASP-18505,46.1,46.1,6
JVASP-15580,113.87,113.87,5
JVASP-2041,18.6,18.6,3
JVASP-106303,37.83,37.83,8
JVASP-14991,82.13,82.13,2
JVASP-2454,119.13,119.13,5
JVASP-15410,149.4,149.4,5
JVASP-103485,213.69,213.69,3
JVASP-105410,74.47,74.47,2
JVASP-15829,126.43,126.43,6
JVASP-2550,54.26,54.26,8
JVASP-104624,37.61,37.61,4
JVASP-106304,0.0,0.0,3
JVASP-15668,133.69,133.69,5
JVASP-54762,28.1,28.1,13
JVASP-19895,235.13,235.13,4
JVASP-102253,45.7,45.7,7
JVASP-15763,43.33,43.33,1
JVASP-15288,128.76,128.76,6
JVASP-14992,22.5,22.5,4
JVASP-102454,88.67,88.67,4
JVASP-103094,53.93,53.93,4
JVASP-18673,219.67,219.67,4
JVASP-15064,203.1,203.1,2
JVASP-106496,43.66,43.66,1
JVASP-102854,29.32,29.32,2
JVASP-3015,110.36,110.36,5
JVASP-50881,68.8,68.8,11
JVASP-22570,41.37,41.37,10
JVASP-15366,47.13,47.13,5
JVASP-1783,110.76,110.76,4
JVASP-102813,229.39,229.39,6
JVASP-18435,86.77,86.77,5
JVASP-22687,45.87,45.87,4
JVASP-2457,41.47,41.47,8
JVASP-101741,36.03,36.03,2
JVASP-15108,89.87,89.87,5
JVASP-18429,181.47,181.47,6
JVASP-2346,42.37,42.37,7
JVASP-19882,143.63,143.63,2
JVASP-18851,76.84,76.84,6
JVASP-102320,32.44,32.44,5
JVASP-105113,105.13,105.13,4
JVASP-18506,60.21,60.21,5
JVASP-102855,62.82,62.82,8
JVASP-18802,43.91,43.91,6
JVASP-16069,91.76,91.76,5
JVASP-15165,92.4,92.4,5
JVASP-2790,100.78,100.78,8
JVASP-3990,28.51,28.51,6
JVASP-2065,14.84,14.84,3
JVASP-105494,107.0,107.0,4
JVASP-101574,30.36,30.36,4
JVASP-14993,80.47,80.47,2
JVASP-102707,63.41,63.41,6
JVASP-3468,28.39,28.39,7
JVASP-16131,185.82,185.82,4
JVASP-104725,30.09,30.09,4
JVASP-50380,150.16,150.16,6
JVASP-105198,35.18,35.18,6
JVASP-14610,262.17,262.17,1
JVASP-106497,36.93,36.93,4
JVASP-1786,119.09,119.09,4
JVASP-106601,43.23,43.23,4
JVASP-15031,63.33,63.33,2
JVASP-18562,194.7,194.7,4
JVASP-14725,150.84,150.84,2
JVASP-101034,110.17,110.17,4
JVASP-102516,36.38,36.38,4
JVASP-101575,29.92,29.92,4
JVASP-14683,94.61,94.61,4
JVASP-16107,183.21,183.21,3
JVASP-14900,232.24,232.24,9
JVASP-15412,184.73,184.73,4
JVASP-107002,90.57,90.57,6
JVASP-18526,35.16,35.16,6
JVASP-2068,24.21,24.21,3
JVASP-2940,21.16,21.16,8
JVASP-15716,110.23,110.23,1
JVASP-3993,58.63,58.63,5
JVASP-15051,29.54,29.54,6
JVASP-2244,34.09,34.09,5
JVASP-11997,34.56,34.56,4
JVASP-15467,139.26,139.26,5
JVASP-2460,129.02,129.02,6
JVASP-15367,198.43,198.43,4
JVASP-1486,77.3,77.3,4
JVASP-28455,30.02,30.02,9
JVASP-106499,38.41,38.41,4
JVASP-101035,35.79,35.79,4
JVASP-15167,114.81,114.81,6
JVASP-52904,73.68,73.68,16
JVASP-19914,147.9,147.9,7
JVASP-104573,88.32,88.32,4
JVASP-105114,183.4,183.4,4
JVASP-14994,80.57,80.57,2
JVASP-14611,59.48,59.48,2
JVASP-105498,194.13,194.13,4
JVASP-3018,73.54,73.54,5
JVASP-12197,102.88,102.88,6
JVASP-15801,32.98,32.98,6
JVASP-105422,156.17,156.17,2
JVASP-19896,319.13,319.13,2
JVASP-14684,54.77,54.77,2
JVASP-18430,98.62,98.62,3
JVASP-15289,131.93,131.93,5
JVASP-2556,42.27,42.27,5
JVASP-15717,193.33,193.33,1
JVASP-16908,81.78,81.78,9
JVASP-15511,80.68,80.68,8
JVASP-18483,210.16,210.16,5
JVASP-15583,126.0,126.0,4
JVASP-44054,163.99,163.99,12
JVASP-2071,41.72,41.72,4
JVASP-14612,94.97,94.97,2
JVASP-14901,50.9,50.9,3
JVASP-105499,7.13,7.13,5
JVASP-1507,51.91,51.91,4
JVASP-15764,36.2,36.2,5
JVASP-15830,23.12,23.12,6
JVASP-15052,147.23,147.23,6
JVASP-14727,159.97,159.97,2
JVASP-102325,93.67,93.67,5
JVASP-18633,93.2,93.2,3
JVASP-15413,169.87,169.87,4
JVASP-16213,192.17,192.17,9
JVASP-13799,30.26,30.26,16
JVASP-2355,73.99,73.99,8
JVASP-18803,110.47,110.47,5
JVASP-15718,272.7,272.7,2
JVASP-14613,17.73,17.73,2
JVASP-16162,119.12,119.12,9
JVASP-2802,21.67,21.67,7
JVASP-3021,52.64,52.64,7
JVASP-14685,243.13,243.13,2
JVASP-14953,157.82,157.82,6
JVASP-12909,154.62,154.62,16
JVASP-2559,41.87,41.87,6
JVASP-42465,231.17,231.17,3
JVASP-103736,113.23,113.23,5
JVASP-5203,21.39,21.39,12
JVASP-51022,35.76,35.76,16
JVASP-3477,78.67,78.67,5
JVASP-15414,220.83,220.83,5
JVASP-106839,50.69,50.69,4
JVASP-107055,144.21,144.21,4
JVASP-2463,68.33,68.33,8
JVASP-19824,76.83,76.83,4
JVASP-16030,90.63,90.63,6
JVASP-13894,31.13,31.13,15
JVASP-103684,59.26,59.26,3
JVASP-14686,56.8,56.8,2
JVASP-102714,64.3,64.3,4
JVASP-234,104.28,104.28,6
JVASP-101580,39.77,39.77,4
JVASP-51115,146.7,146.7,4
JVASP-107004,40.14,40.14,4
JVASP-14902,59.23,59.23,8
JVASP-18756,170.47,170.47,6
JVASP-16909,81.78,81.78,5
JVASP-2694,75.38,75.38,8
JVASP-1600,89.11,89.11,4
JVASP-21208,12.53,12.53,1
JVASP-1369,165.37,165.37,2
JVASP-4122,114.56,114.56,8
JVASP-103737,58.13,58.13,5
JVASP-2565,42.64,42.64,6
JVASP-1237,178.36,178.36,10
JVASP-15415,243.07,243.07,4
JVASP-18457,281.33,281.33,5
JVASP-16164,56.66,56.66,3
JVASP-16071,88.96,88.96,5
JVASP-28417,24.71,24.71,6
JVASP-43024,164.38,164.38,6
JVASP-3027,166.79,166.79,8
JVASP-14728,40.18,40.18,5
JVASP-102715,38.99,38.99,4
JVASP-106668,224.2,224.2,5
JVASP-103585,46.22,46.22,4
JVASP-107226,122.04,122.04,4
JVASP-15032,204.03,204.03,6
JVASP-14996,131.43,131.43,4
JVASP-18634,94.73,94.73,3
JVASP-104580,107.74,107.74,4
JVASP-18601,95.33,95.33,4
JVASP-1510,28.94,28.94,4
JVASP-15168,136.42,136.42,5
JVASP-14729,17.83,17.83,1
JVASP-106611,54.47,54.47,4
JVASP-15290,117.0,117.0,4
JVASP-18507,97.12,97.12,7
JVASP-15720,177.17,177.17,7
JVASP-101143,50.24,50.24,4
JVASP-19825,62.13,62.13,2
JVASP-16002,194.03,194.03,5
JVASP-13867,40.77,40.77,27
JVASP-104957,45.17,45.17,4
JVASP-15330,155.01,155.01,5
JVASP-15214,146.21,146.21,8
JVASP-4128,63.96,63.96,6
JVASP-15468,96.72,96.72,5
JVASP-101872,37.24,37.24,15
JVASP-102716,64.34,64.34,4
JVASP-2367,75.59,75.59,8
JVASP-104732,145.91,145.91,5
JVASP-14955,117.13,117.13,4
JVASP-104909,141.69,141.69,4
JVASP-14903,226.23,226.23,5
JVASP-105208,55.56,55.56,8
JVASP-11974,229.92,229.92,24
JVASP-1444,64.74,64.74,4
JVASP-18459,149.87,149.87,3
JVASP-102461,37.81,37.81,4
JVASP-13060,26.99,26.99,16
JVASP-19826,141.06,141.06,4
JVASP-106466,67.43,67.43,8
JVASP-102717,36.99,36.99,4
JVASP-2949,58.99,58.99,5
JVASP-49808,209.29,209.29,10
JVASP-15765,197.7,197.7,5
JVASP-18674,42.71,42.71,6
JVASP-28644,37.76,37.76,12
JVASP-1903,97.1,97.1,3
JVASP-18635,94.07,94.07,3
JVASP-1543,89.27,89.27,4
JVASP-14956,37.66,37.66,2
JVASP-14730,53.8,53.8,2
JVASP-2475,36.14,36.14,5
JVASP-15053,201.33,201.33,2
JVASP-15065,45.32,45.32,4
JVASP-106734,14.52,14.52,2
JVASP-15369,82.47,82.47,5
JVASP-16004,132.2,132.2,2
JVASP-15688,187.06,187.06,6
JVASP-14760,35.37,35.37,4
JVASP-18436,123.08,123.08,8
JVASP-102718,76.6,76.6,4
JVASP-15627,215.82,215.82,6
JVASP-22688,79.77,79.77,9
JVASP-3246,29.84,29.84,7
JVASP-28646,3.98,3.98,12
JVASP-2074,16.97,16.97,2
JVASP-2478,78.37,78.37,5
JVASP-12910,52.13,52.13,16
JVASP-101586,125.27,125.27,4
JVASP-14687,53.1,53.1,4
JVASP-15066,99.3,99.3,2
JVASP-16134,44.49,44.49,6
JVASP-15215,68.5,68.5,3
JVASP-102571,166.23,166.23,5
JVASP-19827,85.37,85.37,3
JVASP-15291,154.7,154.7,4
JVASP-1195,137.33,137.33,4
JVASP-49753,99.44,99.44,16
JVASP-14731,87.37,87.37,2
JVASP-102668,58.48,58.48,6
JVASP-52279,92.89,92.89,14
JVASP-1546,92.11,92.11,4
JVASP-15417,161.52,161.52,5
JVASP-15370,95.91,95.91,6
JVASP-11978,238.23,238.23,6
JVASP-16072,83.69,83.69,9
JVASP-15054,53.74,53.74,5
JVASP-28390,117.71,117.71,13
JVASP-48583,31.54,31.54,4
JVASP-15033,37.03,37.03,2
JVASP-15670,1.65,1.65,6
JVASP-105213,91.57,91.57,4
JVASP-18485,35.33,35.33,3
JVASP-107008,78.93,78.93,5
JVASP-3996,14.5,14.5,7
JVASP-3249,105.86,105.86,5
JVASP-28647,3.92,3.92,12
JVASP-14761,23.67,23.67,2
JVASP-14732,114.43,114.43,2
JVASP-101876,25.54,25.54,15
JVASP-103741,80.46,80.46,5
JVASP-22520,25.41,25.41,9
JVASP-15094,156.12,156.12,5
JVASP-15169,46.36,46.36,6
JVASP-2205,37.68,37.68,7
JVASP-13062,16.36,16.36,12
JVASP-16910,51.99,51.99,6
JVASP-29028,25.29,25.29,12
JVASP-104584,5.57,5.57,4
JVASP-102723,33.46,33.46,4
JVASP-19828,130.87,130.87,6
JVASP-12912,24.99,24.99,10
JVASP-106616,26.07,26.07,4
JVASP-18637,99.8,99.8,4
JVASP-102572,135.71,135.71,8
JVASP-51116,267.57,267.57,3
JVASP-15767,142.38,142.38,3
JVASP-102524,57.6,57.6,4
JVASP-14383,148.82,148.82,4
JVASP-18931,73.61,73.61,3
JVASP-1549,93.7,93.7,4
JVASP-18757,58.94,58.94,5
JVASP-11979,177.67,177.67,4
JVASP-19838,80.43,80.43,6
JVASP-107680,228.7,228.7,4
JVASP-50058,200.13,200.13,20
JVASP-2097,55.07,55.07,8
JVASP-22530,41.24,41.24,4
JVASP-16073,72.87,72.87,3
JVASP-107233,36.01,36.01,4
JVASP-48137,71.92,71.92,20
JVASP-13993,84.39,84.39,3
JVASP-106617,29.59,29.59,4
JVASP-14904,88.87,88.87,6
JVASP-102525,31.96,31.96,4
JVASP-102466,85.77,85.77,4
JVASP-14957,103.29,103.29,6
JVASP-15805,58.46,58.46,5
JVASP-11980,-0.0,-0.0,13
JVASP-15418,190.6,190.6,4
JVASP-1207,40.9,40.9,6
JVASP-15034,98.62,98.62,4
JVASP-15628,156.56,156.56,5
JVASP-15067,157.49,157.49,6
JVASP-15216,128.28,128.28,5
JVASP-2044,34.8,34.8,4
JVASP-22571,20.17,20.17,12
JVASP-16911,25.16,25.16,6
JVASP-107234,3.64,3.64,4
JVASP-102574,38.11,38.11,4
JVASP-1552,94.36,94.36,4
JVASP-29030,6.72,6.72,12
JVASP-16109,103.74,103.74,6
JVASP-14905,47.72,47.72,3
JVASP-15721,37.41,37.41,9
JVASP-15768,76.19,76.19,6
JVASP-2697,66.14,66.14,8
JVASP-107066,47.41,47.41,4
JVASP-1603,18.1,18.1,3
JVASP-15245,80.57,80.57,9
JVASP-101590,63.83,63.83,6
JVASP-106847,172.92,172.92,9
JVASP-52905,17.36,17.36,8
JVASP-18508,102.49,102.49,6
JVASP-15519,126.22,126.22,5
JVASP-2481,43.16,43.16,7
JVASP-18638,63.0,63.0,3
JVASP-18805,160.91,160.91,8
JVASP-13846,194.12,194.12,6
JVASP-106559,25.13,25.13,6
JVASP-105282,37.38,37.38,4
JVASP-29187,2.87,2.87,12
JVASP-102575,31.73,31.73,4
JVASP-16005,221.54,221.54,8
JVASP-106681,259.42,259.42,6
JVASP-18932,89.19,89.19,3
JVASP-11981,162.3,162.3,8
JVASP-15068,49.77,49.77,6
JVASP-2580,56.17,56.17,5
JVASP-102837,54.08,54.08,5
JVASP-50204,85.41,85.41,8
JVASP-16074,64.99,64.99,3
JVASP-103814,48.81,48.81,16
JVASP-106962,48.03,48.03,4
JVASP-15769,92.97,92.97,2
JVASP-57240,81.74,81.74,14
JVASP-16912,29.48,29.48,6
JVASP-107293,116.31,116.31,4
JVASP-1432,84.37,84.37,4
JVASP-18758,95.4,95.4,3
JVASP-15170,149.93,149.93,5
JVASP-2952,62.37,62.37,7
JVASP-15035,222.77,222.77,3
JVASP-103746,91.64,91.64,7
JVASP-14906,63.24,63.24,5
JVASP-18460,78.9,78.9,6
JVASP-16031,186.99,186.99,9
JVASP-19831,76.5,76.5,4
JVASP-107342,80.39,80.39,3
JVASP-13159,23.71,23.71,16
JVASP-15246,193.07,193.07,4
JVASP-32150,4.43,4.43,5
JVASP-28572,30.47,30.47,9
JVASP-106560,129.02,129.02,4
JVASP-14734,133.03,133.03,6
JVASP-18639,76.33,76.33,2
JVASP-15671,188.22,188.22,6
JVASP-19839,132.83,132.83,2
JVASP-2484,25.73,25.73,8
JVASP-15373,74.18,74.18,6
JVASP-107508,44.33,44.33,4
JVASP-3030,27.13,27.13,8
JVASP-13323,66.1,66.1,14
JVASP-15069,64.37,64.37,2
JVASP-15585,132.76,132.76,5
JVASP-54765,129.56,129.56,8
JVASP-15806,46.47,46.47,5
JVASP-29031,2.17,2.17,12
JVASP-18933,238.23,238.23,6
JVASP-54718,46.54,46.54,14
JVASP-107394,154.93,154.93,5
JVASP-106963,93.37,93.37,4
JVASP-18528,21.13,21.13,9
JVASP-16215,129.86,129.86,8
JVASP-1654,42.77,42.77,4
JVASP-16032,99.33,99.33,2
JVASP-13064,30.86,30.86,18
JVASP-15171,72.63,72.63,5
JVASP-15520,138.03,138.03,4
JVASP-104589,64.3,64.3,4
JVASP-18437,41.54,41.54,6
JVASP-15722,130.83,130.83,4
JVASP-18461,53.84,53.84,6
JVASP-1264,32.27,32.27,3
JVASP-3486,26.17,26.17,7
JVASP-22689,45.2,45.2,9
JVASP-2487,35.8,35.8,6
JVASP-18509,69.28,69.28,9
JVASP-102580,4.48,4.48,3
JVASP-16913,26.67,26.67,6
JVASP-21559,68.87,68.87,24
JVASP-19884,178.04,178.04,4
JVASP-22606,30.28,30.28,8
JVASP-2250,44.27,44.27,8
JVASP-106562,131.13,131.13,4
JVASP-15070,37.63,37.63,2
JVASP-106964,43.57,43.57,4
JVASP-14688,144.21,144.21,8
JVASP-107569,77.47,77.47,5
JVASP-106686,40.2,40.2,4
JVASP-107238,25.77,25.77,4
JVASP-21212,-9.17,-9.17,4
JVASP-102529,124.98,124.98,4
JVASP-16136,83.31,83.31,6
JVASP-1657,43.82,43.82,4
JVASP-14735,70.6,70.6,2
JVASP-4213,40.61,40.61,4
JVASP-18957,126.09,126.09,3
JVASP-1513,142.63,142.63,3
JVASP-4143,40.37,40.37,8
JVASP-104590,36.48,36.48,4
JVASP-15036,207.43,207.43,2
JVASP-15217,110.72,110.72,6
JVASP-18462,45.66,45.66,6
JVASP-186,43.12,43.12,6
JVASP-18529,22.07,22.07,9
JVASP-15723,112.91,112.91,6
JVASP-18881,144.3,144.3,3
JVASP-12181,24.02,24.02,20
JVASP-2700,127.0,127.0,6
JVASP-15521,144.42,144.42,5
JVASP-3033,17.77,17.77,6
JVASP-19840,60.13,60.13,2
JVASP-15975,50.39,50.39,5
JVASP-12984,24.8,24.8,12
JVASP-15770,108.16,108.16,6
JVASP-14689,33.9,33.9,4
JVASP-16914,23.66,23.66,6
JVASP-48544,45.39,45.39,7
JVASP-2253,133.96,133.96,5
JVASP-16217,181.0,181.0,8
JVASP-1660,44.99,44.99,4
JVASP-12880,14.73,14.73,16
JVASP-1234,139.67,139.67,5
JVASP-49856,43.03,43.03,14
JVASP-14908,168.19,168.19,5
JVASP-107686,41.62,41.62,4
JVASP-107348,86.1,86.1,5
JVASP-101885,41.0,41.0,14
JVASP-106796,131.93,131.93,2
JVASP-28967,4.22,4.22,12
JVASP-106746,108.43,108.43,5
JVASP-107186,37.88,37.88,4
JVASP-107239,140.59,140.59,2
JVASP-15586,77.71,77.71,5
JVASP-102530,117.2,117.2,4
JVASP-18569,106.54,106.54,6
JVASP-12127,19.77,19.77,20
JVASP-2373,36.94,36.94,7
JVASP-48307,43.43,43.43,19
JVASP-106624,23.94,23.94,4
JVASP-104696,74.54,74.54,6
JVASP-104923,127.03,127.03,8
JVASP-107017,40.17,40.17,8
JVASP-13066,25.76,25.76,16
JVASP-106482,168.28,168.28,4
JVASP-16033,66.93,66.93,5
JVASP-104861,23.23,23.23,4
JVASP-28456,33.59,33.59,9
JVASP-3999,25.42,25.42,7
JVASP-15724,112.91,112.91,5
JVASP-14909,54.51,54.51,4
JVASP-15771,165.77,165.77,4
JVASP-1169,194.7,194.7,3
JVASP-104161,41.14,41.14,9
JVASP-104646,164.53,164.53,4
JVASP-16915,25.38,25.38,6
JVASP-1663,47.14,47.14,4
JVASP-15375,91.56,91.56,5
JVASP-103702,24.52,24.52,4
JVASP-15055,67.7,67.7,3
JVASP-15629,137.6,137.6,9
JVASP-14094,363.07,363.07,6
JVASP-2592,25.47,25.47,8
JVASP-16218,155.67,155.67,8
JVASP-104697,58.77,58.77,7
JVASP-51203,1.19,1.19,3
JVASP-5683,9.92,9.92,18
JVASP-14174,27.02,27.02,8
JVASP-15332,64.9,64.9,9
JVASP-1171,30.03,30.03,3
JVASP-16010,16.51,16.51,3
JVASP-106696,66.1,66.1,4
JVASP-15172,151.17,151.17,5
JVASP-1447,52.42,52.42,4
JVASP-18759,164.27,164.27,6
JVASP-18910,106.33,106.33,4
JVASP-2376,84.27,84.27,8
JVASP-2820,31.73,31.73,6
JVASP-106625,36.03,36.03,4
JVASP-104862,5.11,5.11,4
JVASP-15219,162.8,162.8,4
JVASP-14281,51.32,51.32,20
JVASP-1666,48.37,48.37,4
JVASP-107019,47.97,47.97,7
JVASP-4513,34.28,34.28,20
JVASP-102790,41.84,41.84,4
JVASP-16110,103.0,103.0,6
JVASP-103703,23.19,23.19,4
JVASP-28392,281.77,281.77,6
JVASP-1555,118.53,118.53,3
JVASP-14910,114.4,114.4,3
JVASP-4002,28.3,28.3,7
JVASP-14690,81.37,81.37,6
JVASP-22607,8.5,8.5,7
JVASP-22734,182.07,182.07,5
JVASP-1216,115.17,115.17,6
JVASP-18604,77.07,77.07,3
JVASP-50060,94.33,94.33,4
JVASP-15095,123.99,123.99,5
JVASP-19916,60.7,60.7,2
