jid,ehull,target,num_atoms
JVASP-73866,0.1556,0.1556,4
JVASP-87874,0.0,0.0,15
JVASP-73379,0.3389,0.3389,4
JVASP-66968,0.2238,0.2238,4
JVASP-68479,0.5216,0.5216,3
JVASP-86941,0.0,0.0,10
JVASP-62212,0.0065,0.0065,12
JVASP-67704,0.4571,0.4571,6
JVASP-68363,0.6894,0.6894,3
JVASP-1882,0.0,0.0,2
JVASP-42339,0.2051,0.2051,28
JVASP-67741,0.4555,0.4555,3
JVASP-68297,0.7052,0.7052,4
JVASP-68418,0.3917,0.3917,4
JVASP-67860,0.8171,0.8171,3
JVASP-67127,0.1802,0.1802,3
JVASP-67622,0.3614,0.3614,4
JVASP-68910,0.2544,0.2544,4
JVASP-91776,0.655,0.655,8
JVASP-63657,0.1922,0.1922,8
JVASP-63155,0.0,0.0,24
JVASP-68597,0.314,0.314,4
JVASP-67584,0.4665,0.4665,4
JVASP-68183,0.3793,0.3793,4
JVASP-90155,0.0,0.0,9
JVASP-91925,0.0,0.0,8
JVASP-91588,0.0,0.0,8
JVASP-85691,0.0,0.0,15
JVASP-86706,0.0,0.0,16
JVASP-67785,0.5374,0.5374,6
JVASP-87331,0.0057,0.0057,12
JVASP-73382,1.0004,1.0004,5
JVASP-68646,0.5978,0.5978,3
JVASP-67909,0.1707,0.1707,4
JVASP-67448,0.5058,0.5058,4
JVASP-86415,0.0,0.0,13
JVASP-63813,0.0001,0.0001,8
JVASP-3897,0.0,0.0,8
JVASP-88070,0.0251,0.0251,24
JVASP-73970,0.4311,0.4311,4
JVASP-85341,0.0,0.0,3
JVASP-62553,0.0195,0.0195,26
JVASP-74149,0.8126,0.8126,4
JVASP-66042,1.2792,1.2792,6
JVASP-61446,0.0676,0.0676,38
JVASP-68038,0.2276,0.2276,4
JVASP-86333,0.0007,0.0007,6
JVASP-91728,0.0,0.0,8
JVASP-91546,0.0,0.0,8
JVASP-12038,0.0553,0.0553,8
JVASP-90209,0.1303,0.1303,9
JVASP-85501,0.0557,0.0557,14
JVASP-90028,0.0,0.0,9
JVASP-60710,0.0308,0.0308,9
JVASP-66727,0.5656,0.5656,3
JVASP-90840,0.0063,0.0063,8
JVASP-48958,0.1325,0.1325,13
JVASP-67202,0.3331,0.3331,3
JVASP-73869,0.5566,0.5566,4
JVASP-68364,0.6257,0.6257,4
JVASP-67742,0.741,0.741,4
JVASP-67362,0.2103,0.2103,3
JVASP-67049,0.3311,0.3311,4
JVASP-48011,0.0478,0.0478,28
JVASP-67538,0.2674,0.2674,3
JVASP-67973,0.5056,0.5056,4
JVASP-61948,0.0059,0.0059,29
JVASP-67449,0.679,0.679,3
JVASP-67661,0.3675,0.3675,3
JVASP-86811,0.0,0.0,10
JVASP-43315,0.0778,0.0778,22
JVASP-67276,0.2185,0.2185,4
JVASP-20062,0.0,0.0,6
JVASP-68715,0.3161,0.3161,4
JVASP-73398,0.5878,0.5878,4
JVASP-68116,0.2688,0.2688,4
JVASP-66970,0.7283,0.7283,3
JVASP-48425,0.0,0.0,18
JVASP-68774,0.5209,0.5209,4
JVASP-66043,0.9739,0.9739,6
JVASP-14260,0.0027,0.0027,11
JVASP-67819,0.5412,0.5412,3
JVASP-63157,0.0001,0.0001,9
JVASP-62989,0.0259,0.0259,9
JVASP-68541,0.4865,0.4865,4
JVASP-43340,0.1243,0.1243,28
JVASP-65360,1.3968,1.3968,4
JVASP-43226,0.0589,0.0589,6
JVASP-90743,0.0,0.0,8
JVASP-48338,0.0,0.0,14
JVASP-49844,0.023,0.023,2
JVASP-66728,0.2831,0.2831,4
JVASP-63256,0.0018,0.0018,28
JVASP-72904,0.6397,0.6397,4
JVASP-85901,0.0,0.0,7
JVASP-68237,0.4339,0.4339,4
JVASP-67051,0.6361,0.6361,3
JVASP-68846,0.4608,0.4608,4
JVASP-67623,0.3267,0.3267,3
JVASP-73977,0.1589,0.1589,4
JVASP-67705,0.6933,0.6933,3
JVASP-63666,0.004,0.004,30
JVASP-67541,0.729,0.729,3
JVASP-68481,0.0,0.0,4
JVASP-15482,0.0,0.0,5
JVASP-43466,0.0406,0.0406,14
JVASP-74055,0.0713,0.0713,4
JVASP-73427,0.1372,0.1372,4
JVASP-61967,0.001,0.001,6
JVASP-86307,0.1312,0.1312,16
JVASP-68717,0.6927,0.6927,3
JVASP-90508,0.1511,0.1511,9
JVASP-67366,0.0999,0.0999,4
JVASP-91685,0.0,0.0,8
JVASP-89176,0.0,0.0,12
JVASP-67862,0.4581,0.4581,4
JVASP-66797,0.2466,0.2466,3
JVASP-43117,0.1449,0.1449,24
JVASP-67585,0.2456,0.2456,3
JVASP-68117,0.342,0.342,4
JVASP-90287,0.0638,0.0638,9
JVASP-68911,0.5595,0.5595,4
JVASP-18741,0.101,0.101,4
JVASP-67130,0.107,0.107,4
JVASP-92178,0.1087,0.1087,8
JVASP-66904,0.2039,0.2039,3
JVASP-68598,0.563,0.563,4
JVASP-87011,0.1324,0.1324,10
JVASP-68298,0.5978,0.5978,4
JVASP-68421,0.421,0.421,4
JVASP-67451,0.3203,0.3203,4
JVASP-66974,0.601,0.601,4
JVASP-90568,0.0311,0.0311,8
JVASP-67910,0.1848,0.1848,4
JVASP-63343,0.0041,0.0041,13
JVASP-60751,0.0,0.0,22
JVASP-63819,0.0469,0.0469,38
JVASP-68652,1.22,1.22,4
JVASP-73870,0.1621,0.1621,4
JVASP-89528,0.0,0.0,20
JVASP-66044,1.6364,1.6364,6
JVASP-67204,0.5334,0.5334,3
JVASP-61455,0.0076,0.0076,29
JVASP-68780,0.4124,0.4124,4
JVASP-65361,0.6064,0.6064,4
JVASP-92231,0.0086,0.0086,8
JVASP-86483,0.0,0.0,8
JVASP-86765,0.1671,0.1671,16
JVASP-43369,0.0,0.0,20
JVASP-90887,0.0,0.0,8
JVASP-1792,0.0,0.0,4
JVASP-91821,0.4541,0.4541,8
JVASP-74151,0.3619,0.3619,4
JVASP-68544,0.5348,0.5348,3
JVASP-68039,0.2251,0.2251,4
JVASP-68365,0.5995,0.5995,4
JVASP-14880,0.0111,0.0111,8
JVASP-91877,0.0461,0.0461,8
JVASP-72918,1.2244,1.2244,4
JVASP-88448,0.0484,0.0484,29
JVASP-18659,0.2452,0.2452,4
JVASP-86079,0.0,0.0,10
JVASP-86646,0.0,0.0,9
JVASP-67821,0.7787,0.7787,4
JVASP-62555,0.0,0.0,24
JVASP-4298,0.6739,0.6739,8
JVASP-67706,0.179,0.179,4
JVASP-89937,0.9797,0.9797,9
JVASP-90156,1.2527,1.2527,9
JVASP-67277,0.2107,0.2107,3
JVASP-1717,0.0,0.0,4
JVASP-73978,0.1415,0.1415,4
JVASP-43562,0.163,0.163,24
JVASP-63504,0.0,0.0,8
JVASP-67786,0.6724,0.6724,3
JVASP-67743,0.2625,0.2625,4
JVASP-43658,0.0,0.0,24
JVASP-68185,0.1461,0.1461,4
JVASP-63347,0.0293,0.0293,6
JVASP-43976,0.0493,0.0493,14
JVASP-22597,0.003,0.003,10
JVASP-46299,0.1464,0.1464,16
JVASP-87875,0.1006,0.1006,10
JVASP-15265,0.0,0.0,5
JVASP-66730,0.583,0.583,3
JVASP-88773,0.0,0.0,40
JVASP-86131,0.0,0.0,12
JVASP-67206,0.7579,0.7579,3
JVASP-85621,0.0547,0.0547,14
JVASP-67974,0.3759,0.3759,4
JVASP-68914,0.8863,0.8863,4
JVASP-68238,0.3651,0.3651,4
JVASP-61968,0.8177,0.8177,12
JVASP-62993,0.0,0.0,28
JVASP-90672,0.0167,0.0167,8
JVASP-91638,0.0,0.0,8
JVASP-66045,1.8439,1.8439,6
JVASP-88271,0.016,0.016,40
JVASP-68483,0.3664,0.3664,4
JVASP-90093,0.0,0.0,9
JVASP-50345,0.0861,0.0861,12
JVASP-86182,0.0,0.0,12
JVASP-14854,0.072,0.072,2
JVASP-66975,0.4771,0.4771,3
JVASP-42262,0.0739,0.0739,18
JVASP-67664,0.2258,0.2258,3
JVASP-68848,0.4575,0.4575,4
JVASP-73874,0.2069,0.2069,4
JVASP-68781,0.803,0.803,5
JVASP-74056,0.1069,0.1069,4
JVASP-91589,0.0,0.0,8
JVASP-88967,0.0,0.0,80
JVASP-62662,0.0,0.0,48
JVASP-67915,0.1659,0.1659,4
JVASP-68654,0.5058,0.5058,4
JVASP-14793,0.0,0.0,9
JVASP-68719,0.6289,0.6289,4
JVASP-72931,0.9691,0.9691,4
JVASP-63820,0.0,0.0,14
JVASP-65362,0.4891,0.4891,4
JVASP-67368,0.1083,0.1083,4
JVASP-68122,0.3602,0.3602,4
JVASP-91777,0.0,0.0,8
JVASP-14557,0.0082,0.0082,4
JVASP-67052,0.438,0.438,3
JVASP-85829,0.0,0.0,6
JVASP-63159,0.0134,0.0134,24
JVASP-67624,0.1983,0.1983,4
JVASP-66907,0.8255,0.8255,4
JVASP-74153,0.0857,0.0857,4
JVASP-63266,0.0156,0.0156,24
JVASP-67863,0.5865,0.5865,3
JVASP-86883,0.0,0.0,14
JVASP-86255,0.0128,0.0128,16
JVASP-88679,0.0,0.0,12
JVASP-73473,0.7686,0.7686,4
JVASP-85961,0.0761,0.0761,10
JVASP-85754,0.0,0.0,18
JVASP-86707,0.0,0.0,5
JVASP-90797,0.0,0.0,8
JVASP-28504,0.1252,0.1252,9
JVASP-87984,0.0,0.0,20
JVASP-67543,0.3188,0.3188,3
JVASP-68599,0.694,0.694,4
JVASP-85693,0.0,0.0,18
JVASP-18515,0.0,0.0,8
JVASP-62848,0.0075,0.0075,22
JVASP-63506,0.0001,0.0001,6
JVASP-91977,0.0,0.0,8
JVASP-68547,0.5324,0.5324,4
JVASP-73979,0.2337,0.2337,4
JVASP-67586,0.5114,0.5114,3
JVASP-88071,0.1156,0.1156,30
JVASP-90841,0.0,0.0,8
JVASP-42605,0.1824,0.1824,18
JVASP-90417,0.0002,0.0002,8
JVASP-86942,0.0243,0.0243,4
JVASP-67456,0.2653,0.2653,4
JVASP-90211,0.0,0.0,9
JVASP-66047,0.475,0.475,4
JVASP-68302,0.7442,0.7442,4
JVASP-43396,0.1134,0.1134,24
JVASP-42757,0.1089,0.1089,28
JVASP-62999,0.0001,0.0001,8
JVASP-67787,1.0493,1.0493,4
JVASP-90029,0.0043,0.0043,9
JVASP-86813,0.016,0.016,10
JVASP-90746,0.0,0.0,8
JVASP-68486,0.5732,0.5732,3
JVASP-68043,0.3385,0.3385,4
JVASP-68915,0.7291,0.7291,3
JVASP-62561,0.0001,0.0001,5
JVASP-63350,0.0,0.0,5
JVASP-63166,0.0195,0.0195,6
JVASP-74059,0.2169,0.2169,4
JVASP-66799,0.6135,0.6135,3
JVASP-67370,0.6391,0.6391,3
JVASP-89178,0.0,0.0,9
JVASP-61986,0.0,0.0,8
JVASP-68367,0.5205,0.5205,5
JVASP-63672,0.0,0.0,46
JVASP-68422,0.4943,0.4943,4
JVASP-68657,0.836,0.836,4
JVASP-68721,0.2313,0.2313,4
JVASP-67212,0.565,0.565,4
JVASP-92179,0.0748,0.0748,8
JVASP-90611,0.0561,0.0561,8
JVASP-73493,0.4462,0.4462,4
JVASP-67707,0.8026,0.8026,3
JVASP-67279,0.2673,0.2673,3
JVASP-67131,0.1739,0.1739,3
JVASP-66048,1.6821,1.6821,3
JVASP-63821,0.0,0.0,8
JVASP-48896,0.0591,0.0591,15
JVASP-68600,0.5122,0.5122,4
JVASP-43806,0.053,0.053,17
JVASP-67744,0.2441,0.2441,3
JVASP-66732,0.1801,0.1801,4
JVASP-67977,0.5728,0.5728,4
JVASP-48708,0.1928,0.1928,12
JVASP-86418,0.0,0.0,8
JVASP-73980,0.4312,0.4312,4
JVASP-68306,0.3457,0.3457,3
JVASP-74157,0.2493,0.2493,4
JVASP-91926,0.0,0.0,8
JVASP-68916,0.589,0.589,3
JVASP-63178,0.1042,0.1042,9
JVASP-67917,0.4325,0.4325,4
JVASP-68369,1.0741,1.0741,4
JVASP-86537,0.2673,0.2673,16
JVASP-48243,0.0133,0.0133,12
JVASP-68853,0.5306,0.5306,4
JVASP-63509,0.0068,0.0068,18
JVASP-63353,0.0924,0.0924,6
JVASP-67056,0.5262,0.5262,3
JVASP-66049,0.922,0.922,3
JVASP-66977,0.781,0.781,4
JVASP-68488,0.6862,0.6862,4
JVASP-62562,0.1353,0.1353,13
JVASP-67822,0.838,0.838,3
JVASP-68658,0.3926,0.3926,4
JVASP-63679,0.0068,0.0068,20
JVASP-18579,0.0051,0.0051,9
JVASP-73523,0.014,0.014,4
JVASP-15597,0.0,0.0,6
JVASP-63267,0.1613,0.1613,3
JVASP-67709,0.7433,0.7433,4
JVASP-68240,0.1957,0.1957,4
JVASP-68782,0.4813,0.4813,5
JVASP-68548,0.5124,0.5124,4
JVASP-3558,0.0,0.0,7
JVASP-67458,0.9005,0.9005,3
JVASP-67588,0.1339,0.1339,3
JVASP-67665,0.5257,0.5257,3
JVASP-66910,0.6032,0.6032,4
JVASP-73875,0.2747,0.2747,4
JVASP-68126,0.8599,0.8599,4
JVASP-67625,0.437,0.437,3
JVASP-72942,0.2177,0.2177,4
JVASP-63826,0.0152,0.0152,24
JVASP-68186,0.2326,0.2326,4
JVASP-67545,0.1102,0.1102,3
JVASP-67864,0.4402,0.4402,3
JVASP-68423,0.7626,0.7626,3
JVASP-89942,0.0,0.0,9
JVASP-66738,0.255,0.255,3
JVASP-22709,0.0,0.0,20
JVASP-68603,0.9499,0.9499,3
JVASP-28375,0.0,0.0,6
JVASP-73983,0.2414,0.2414,4
JVASP-68372,0.2628,0.2628,4
JVASP-74060,0.2197,0.2197,4
JVASP-66050,1.3759,1.3759,6
JVASP-67061,0.3305,0.3305,4
JVASP-85416,0.002,0.002,12
JVASP-91823,0.5809,0.5809,8
JVASP-91548,0.2854,0.2854,8
JVASP-63355,0.0001,0.0001,6
JVASP-67371,0.6041,0.6041,3
JVASP-90569,0.0042,0.0042,8
JVASP-67745,0.1284,0.1284,3
JVASP-90096,0.0,0.0,9
JVASP-90888,0.0063,0.0063,8
JVASP-88449,0.0,0.0,28
JVASP-75449,0.6889,0.6889,3
JVASP-68044,0.1723,0.1723,4
JVASP-68308,0.3162,0.3162,3
JVASP-15483,0.0,0.0,6
JVASP-67920,0.255,0.255,4
JVASP-67282,0.6138,0.6138,4
JVASP-67213,0.0,0.0,3
JVASP-73884,0.8354,0.8354,4
JVASP-91878,0.0363,0.0363,8
JVASP-5833,0.0001,0.0001,34
JVASP-89538,0.0317,0.0317,30
JVASP-68424,0.9824,0.9824,3
JVASP-68854,0.334,0.334,3
JVASP-85343,0.0,0.0,7
JVASP-87878,0.0,0.0,24
JVASP-92232,0.0,0.0,8
JVASP-73553,0.0617,0.0617,4
JVASP-18660,0.0,0.0,3
JVASP-68723,0.8882,0.8882,4
JVASP-90418,2.5577,2.5577,9
JVASP-85831,0.0112,0.0112,12
JVASP-14794,0.2227,0.2227,2
JVASP-72962,0.518,0.518,4
JVASP-85902,0.0,0.0,16
JVASP-86080,0.0,0.0,17
JVASP-91590,0.0037,0.0037,8
JVASP-67978,0.4676,0.4676,4
JVASP-1720,0.0,0.0,4
JVASP-42341,0.0,0.0,20
JVASP-62849,0.0,0.0,24
JVASP-88978,0.1625,0.1625,10
JVASP-67549,0.4535,0.4535,4
JVASP-68786,0.6598,0.6598,4
JVASP-66911,0.3943,0.3943,3
JVASP-66809,0.3919,0.3919,3
JVASP-48959,0.0436,0.0436,24
JVASP-68191,0.6114,0.6114,4
JVASP-62678,0.0047,0.0047,15
JVASP-43264,0.0,0.0,20
JVASP-90289,0.0173,0.0173,9
JVASP-63828,0.0,0.0,24
JVASP-87081,0.0085,0.0085,6
JVASP-88783,0.0,0.0,20
JVASP-85756,0.0,0.0,18
JVASP-68659,0.7126,0.7126,3
JVASP-63271,0.1192,0.1192,18
JVASP-67866,0.2944,0.2944,4
JVASP-86183,0.0,0.0,18
JVASP-75451,0.4633,0.4633,3
JVASP-91639,0.0758,0.0758,8
JVASP-90673,0.0,0.0,8
JVASP-90216,0.0,0.0,9
JVASP-85502,0.0,0.0,14
JVASP-91729,0.0,0.0,8
JVASP-86133,0.0993,0.0993,7
JVASP-73986,0.1222,0.1222,4
JVASP-67134,0.3962,0.3962,3
JVASP-68604,0.8155,0.8155,4
JVASP-74061,0.4135,0.4135,4
JVASP-67789,1.0493,1.0493,3
JVASP-67063,0.4588,0.4588,3
JVASP-90513,0.0,0.0,9
JVASP-67372,0.2329,0.2329,4
JVASP-90842,0.2542,0.2542,8
JVASP-91686,0.0003,0.0003,8
JVASP-66980,0.3709,0.3709,3
JVASP-48017,0.12,0.12,6
JVASP-86256,0.0,0.0,14
JVASP-63362,0.0,0.0,8
JVASP-88680,0.0,0.0,10
JVASP-86766,0.0,0.0,13
JVASP-68919,0.7656,0.7656,4
JVASP-68549,0.3196,0.3196,4
JVASP-86814,0.0,0.0,8
JVASP-13915,0.0628,0.0628,28
JVASP-67823,0.4335,0.4335,3
JVASP-68490,1.1563,1.1563,5
JVASP-74164,0.1305,0.1305,4
JVASP-67666,0.3548,0.3548,4
JVASP-90157,0.0,0.0,9
JVASP-63514,0.0,0.0,8
JVASP-68376,0.6172,0.6172,4
JVASP-48426,0.0,0.0,18
JVASP-68856,0.5772,0.5772,3
JVASP-68045,0.633,0.633,4
JVASP-63006,0.0,0.0,10
JVASP-67283,0.584,0.584,4
JVASP-72972,0.2042,0.2042,4
JVASP-21214,0.0,0.0,4
JVASP-75490,1.0092,1.0092,3
JVASP-86334,0.0015,0.0015,12
JVASP-68241,0.2962,0.2962,4
JVASP-43979,0.0455,0.0455,14
JVASP-67626,0.525,0.525,3
JVASP-75530,0.5091,0.5091,4
JVASP-67748,0.0,0.0,4
JVASP-66740,0.3008,0.3008,3
JVASP-22599,0.2005,0.2005,8
JVASP-73555,0.3187,0.3187,4
JVASP-86944,0.0,0.0,6
JVASP-85695,0.1086,0.1086,8
JVASP-92180,0.1681,0.1681,8
JVASP-86309,0.0,0.0,12
JVASP-63690,0.0042,0.0042,6
JVASP-68129,0.2696,0.2696,4
JVASP-68725,1.1866,1.1866,4
JVASP-67214,0.2196,0.2196,3
JVASP-87133,0.0,0.0,6
JVASP-88283,0.0,0.0,48
JVASP-86648,0.2338,0.2338,12
JVASP-87985,0.0505,0.0505,42
JVASP-90030,0.0377,0.0377,9
JVASP-85962,0.2234,0.2234,10
JVASP-18516,0.0,0.0,8
JVASP-73888,0.4978,0.4978,4
JVASP-67550,0.6706,0.6706,4
JVASP-67980,0.924,0.924,4
JVASP-68192,0.6503,0.6503,4
JVASP-90612,0.3807,0.3807,8
JVASP-67462,0.5253,0.5253,3
JVASP-66814,0.1948,0.1948,4
JVASP-67790,0.9987,0.9987,4
JVASP-62567,0.0,0.0,52
JVASP-86485,0.0,0.0,8
JVASP-73992,0.0,0.0,4
JVASP-75491,0.5932,0.5932,4
JVASP-67378,0.7019,0.7019,4
JVASP-68491,0.4471,0.4471,4
JVASP-75531,1.0318,1.0318,3
JVASP-28506,0.1901,0.1901,9
JVASP-49846,0.0254,0.0254,22
JVASP-92233,0.0131,0.0131,8
JVASP-14072,0.0,0.0,16
JVASP-68660,0.2749,0.2749,4
JVASP-89944,0.0,0.0,9
JVASP-68551,0.5067,0.5067,3
JVASP-15598,0.0,0.0,3
JVASP-66981,0.085,0.085,4
JVASP-91549,0.0,0.0,8
JVASP-67828,0.4094,0.4094,6
JVASP-89179,0.0022,0.0022,32
JVASP-67064,0.2661,0.2661,4
JVASP-73569,0.7791,0.7791,4
JVASP-67710,0.1507,0.1507,4
JVASP-18580,0.0374,0.0374,4
JVASP-3561,0.0,0.0,5
JVASP-89614,0.0451,0.0451,20
JVASP-63273,0.0025,0.0025,18
JVASP-87013,0.0029,0.0029,10
JVASP-90419,0.1664,0.1664,8
JVASP-85344,0.0,0.0,5
JVASP-15815,0.0,0.0,3
JVASP-90798,0.016,0.016,8
JVASP-66912,0.5854,0.5854,3
JVASP-86884,0.0053,0.0053,8
JVASP-72973,0.4715,0.4715,4
JVASP-85832,0.0,0.0,6
JVASP-67284,0.4437,0.4437,3
JVASP-68377,0.7217,0.7217,4
JVASP-68312,0.9799,0.9799,4
JVASP-68787,0.5728,0.5728,4
JVASP-67868,0.4385,0.4385,4
JVASP-67627,0.4334,0.4334,6
JVASP-73889,0.4785,0.4785,4
JVASP-67553,0.6292,0.6292,6
JVASP-67921,0.164,0.164,4
JVASP-68727,0.7936,0.7936,4
JVASP-91978,0.0,0.0,8
JVASP-42263,0.2498,0.2498,4
JVASP-43565,0.0002,0.0002,27
JVASP-88073,0.0,0.0,12
JVASP-90748,1.6012,1.6012,8
JVASP-63515,0.0,0.0,17
JVASP-63014,0.0,0.0,36
JVASP-73998,0.3178,0.3178,4
JVASP-66744,0.1448,0.1448,4
JVASP-68193,1.1248,1.1248,4
JVASP-16142,0.0,0.0,6
JVASP-86709,0.0,0.0,18
JVASP-42611,0.2091,0.2091,6
JVASP-88979,0.0,0.0,12
JVASP-68492,0.8341,0.8341,4
JVASP-67589,0.1268,0.1268,4
JVASP-75452,0.5945,0.5945,3
JVASP-74063,0.1095,0.1095,4
JVASP-90570,0.0615,0.0615,8
JVASP-88454,0.0295,0.0295,30
JVASP-63696,0.0,0.0,28
JVASP-15439,0.0275,0.0275,5
JVASP-62679,0.0,0.0,16
JVASP-68606,0.587,0.587,4
JVASP-43659,0.0285,0.0285,28
JVASP-73572,0.0356,0.0356,4
JVASP-48902,0.0303,0.0303,11
JVASP-68920,0.8197,0.8197,4
JVASP-91778,0.1303,0.1303,8
JVASP-68426,0.2932,0.2932,4
JVASP-73007,0.714,0.714,4
JVASP-90097,0.0285,0.0285,9
JVASP-48712,0.0,0.0,12
JVASP-68313,0.9569,0.9569,3
JVASP-537,0.0021,0.0021,9
JVASP-3678,0.0,0.0,9
JVASP-66989,0.1593,0.1593,4
JVASP-68046,0.4248,0.4248,4
JVASP-67217,0.1981,0.1981,4
JVASP-75533,1.0022,1.0022,3
JVASP-68857,0.8904,0.8904,4
JVASP-67137,1.0657,1.0657,4
JVASP-62568,0.017,0.017,4
JVASP-67981,0.2868,0.2868,4
JVASP-68552,0.119,0.119,4
JVASP-63278,0.0,0.0,18
JVASP-73890,0.0066,0.0066,4
JVASP-66819,0.2198,0.2198,3
JVASP-67829,0.1009,0.1009,4
JVASP-85904,0.0,0.0,5
JVASP-63516,0.0,0.0,6
JVASP-86258,0.0044,0.0044,8
JVASP-86184,0.0002,0.0002,5
JVASP-91927,0.0021,0.0021,8
JVASP-75492,0.4029,0.4029,4
JVASP-91879,0.0171,0.0171,8
JVASP-90674,0.0,0.0,8
JVASP-14581,0.0,0.0,2
JVASP-66747,0.3741,0.3741,4
JVASP-43435,0.0663,0.0663,8
JVASP-67749,0.5783,0.5783,3
JVASP-68788,1.0869,1.0869,4
JVASP-63365,0.0,0.0,24
JVASP-68729,0.4574,0.4574,3
JVASP-85627,0.0,0.0,10
JVASP-75454,0.5635,0.5635,4
JVASP-67285,0.7009,0.7009,4
JVASP-12150,0.1157,0.1157,8
JVASP-68245,0.1198,0.1198,4
JVASP-73011,0.6385,0.6385,4
JVASP-52578,0.032,0.032,9
JVASP-85757,0.2735,0.2735,18
JVASP-91640,0.0401,0.0401,8
JVASP-75534,0.4254,0.4254,4
JVASP-86335,0.0,0.0,2
JVASP-73592,0.5965,0.5965,4
JVASP-67381,0.0878,0.0878,3
JVASP-16017,0.0,0.0,6
JVASP-14919,0.0996,0.0996,5
JVASP-87082,0.0,0.0,18
JVASP-68314,0.5492,0.5492,4
JVASP-67711,0.4794,0.4794,3
JVASP-63018,0.03,0.03,16
JVASP-599,0.0,0.0,4
JVASP-53051,0.2526,0.2526,4
JVASP-86081,0.0,0.0,14
JVASP-68553,1.155,1.155,4
JVASP-86539,0.0244,0.0244,13
JVASP-90889,0.0,0.0,8
JVASP-75493,0.1399,0.1399,3
JVASP-68730,0.7554,0.7554,3
JVASP-62570,0.0732,0.0732,5
JVASP-68381,0.1759,0.1759,4
JVASP-67791,0.3004,0.3004,3
JVASP-67669,0.4678,0.4678,3
JVASP-73893,0.2288,0.2288,4
JVASP-68131,0.6134,0.6134,4
JVASP-75535,0.6391,0.6391,4
JVASP-67869,0.1471,0.1471,4
JVASP-67830,0.1558,0.1558,4
JVASP-68662,0.7533,0.7533,4
JVASP-91824,0.1657,0.1657,8
JVASP-90158,-0.0,-0.0,9
JVASP-67923,0.2115,0.2115,4
JVASP-50346,0.0551,0.0551,20
JVASP-67220,0.1292,0.1292,4
JVASP-42758,0.1504,0.1504,24
JVASP-67753,0.3959,0.3959,4
JVASP-85417,0.0799,0.0799,6
JVASP-86419,0.0162,0.0162,9
JVASP-88784,0.0416,0.0416,56
JVASP-90291,0.0327,0.0327,9
JVASP-73609,0.6174,0.6174,4
JVASP-22710,0.1495,0.1495,10
JVASP-87988,0.0,0.0,12
JVASP-68049,0.0007,0.0007,3
JVASP-68315,0.5963,0.5963,3
JVASP-73033,0.8014,0.8014,4
JVASP-67554,0.3031,0.3031,4
JVASP-67288,0.3137,0.3137,4
JVASP-90420,2.5859,2.5859,9
JVASP-63698,0.3628,0.3628,6
JVASP-90614,0.1754,0.1754,8
JVASP-68858,0.7055,0.7055,4
JVASP-74001,0.3275,0.3275,4
JVASP-67628,0.3283,0.3283,4
JVASP-67068,0.4228,0.4228,3
JVASP-86136,0.0,0.0,12
JVASP-66919,0.196,0.196,3
JVASP-91687,0.0,0.0,8
JVASP-68923,0.5327,0.5327,4
JVASP-66991,0.5205,0.5205,3
JVASP-67984,0.358,0.358,4
JVASP-67382,0.4258,0.4258,4
JVASP-28568,0.1519,0.1519,9
JVASP-90031,0.0019,0.0019,9
JVASP-75455,0.5163,0.5163,4
JVASP-86815,0.0394,0.0394,16
JVASP-67671,0.0755,0.0755,4
JVASP-89945,0.0,0.0,9
JVASP-62681,0.0046,0.0046,4
JVASP-88681,0.0088,0.0088,36
JVASP-63026,0.0995,0.0995,6
JVASP-86310,0.0331,0.0331,18
JVASP-68494,0.7828,0.7828,4
JVASP-68382,1.0548,1.0548,4
JVASP-87136,0.1358,0.1358,32
JVASP-68554,0.7668,0.7668,4
JVASP-1723,0.0,0.0,4
JVASP-68665,0.6453,0.6453,4
JVASP-63280,0.0153,0.0153,24
JVASP-74064,0.2426,0.2426,4
JVASP-67590,0.1666,0.1666,4
JVASP-73051,1.3413,1.3413,4
JVASP-16116,0.0,0.0,6
JVASP-3567,0.0116,0.0116,6
JVASP-88980,0.0748,0.0748,6
JVASP-91591,0.0,0.0,8
JVASP-75568,0.2916,0.2916,3
JVASP-18872,0.0,0.0,5
JVASP-87880,0.0,0.0,24
JVASP-15645,0.0,0.0,5
JVASP-67139,0.6634,0.6634,4
JVASP-68609,0.5122,0.5122,4
JVASP-91979,0.0389,0.0389,8
JVASP-88075,0.0,0.0,32
JVASP-91550,0.0056,0.0056,8
JVASP-14558,0.0,0.0,4
JVASP-14795,0.0,0.0,3
JVASP-68431,0.5127,0.5127,4
JVASP-68316,0.4475,0.4475,3
JVASP-86486,0.0,0.0,7
JVASP-74003,0.3894,0.3894,4
JVASP-75494,1.1189,1.1189,3
JVASP-67792,1.1095,1.1095,4
JVASP-62854,0.0,0.0,22
JVASP-67221,0.13,0.13,4
JVASP-86885,0.0497,0.0497,18
JVASP-73083,0.4607,0.4607,3
JVASP-48966,0.0,0.0,12
JVASP-89182,0.0,0.0,28
JVASP-87017,0.0,0.0,16
JVASP-42342,0.1017,0.1017,24
JVASP-67754,0.4223,0.4223,3
JVASP-90799,0.5686,0.5686,8
JVASP-68132,0.1712,0.1712,4
JVASP-68862,0.8973,0.8973,5
JVASP-66821,0.0806,0.0806,3
JVASP-68793,0.5738,0.5738,4
JVASP-67463,0.4286,0.4286,3
